customerID,tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalCharges_MonthlyCharges_Ratio
8266-VBFQL,4,1,90.4,356.65,0,0,0,0,0,0,0,0,3.945243362831858
8181-YHCMF,68,0,60.3,4109.0,0,0,1,1,0,1,0,1,68.14262023217248
2240-HSJQD,38,1,81.85,3141.7,0,0,0,1,1,0,0,0,38.383628588882104
1248-DYXUB,52,1,24.8,1229.1,0,0,0,1,1,1,0,1,49.56048387096774
0265-EDXBD,32,1,74.9,2303.35,1,0,0,0,0,0,0,0,30.75233644859813
4115-BNPJY,29,1,75.55,2054.4,0,0,0,1,1,1,0,1,27.192587690271345
3167-SNQPL,38,1,101.15,3741.85,0,0,0,0,0,0,0,0,36.99307958477508
4091-TVOCN,48,1,78.75,3682.45,0,0,1,1,0,1,1,0,46.761269841269836
1098-TDVUQ,1,1,19.25,19.25,0,1,0,1,0,0,0,0,1.0
7277-OZCGZ,22,1,89.05,1886.25,0,0,0,0,0,0,0,0,21.18192026951151
1557-EMYVT,43,1,115.05,4895.1,0,0,1,1,0,1,0,1,42.547588005215125
2799-ARNLO,5,1,69.35,341.6,0,0,0,0,0,0,0,0,4.925739005046864
7563-BIUPC,5,1,80.6,415.55,1,0,0,0,0,0,0,0,5.155707196029777
5027-YOCXN,51,1,110.05,5686.4,0,0,1,1,0,1,1,0,51.67105860972285
3973-SKMLN,71,1,19.9,1355.1,0,0,1,1,0,1,0,1,68.09547738693468
2321-OMBXY,38,1,80.3,3058.65,1,0,1,1,0,1,1,0,38.09028642590287
2840-XANRC,24,1,93.15,2231.05,1,0,0,0,0,0,0,0,23.95115405260333
6745-JEFZB,35,1,91.5,3236.35,0,0,1,1,0,0,0,0,35.369945355191255
5020-ZSTTY,54,1,82.45,4350.1,1,1,0,1,0,1,1,0,52.760460885385086
9880-TDQAC,72,0,60.0,4264.0,0,0,0,0,0,1,0,1,71.06666666666666
8705-WZCYL,1,1,44.8,44.8,0,0,0,0,0,0,0,0,1.0
7102-JJVTX,9,1,48.6,422.3,0,0,0,1,1,1,1,0,8.689300411522634
8626-PTQGE,69,0,60.05,4176.7,0,1,0,1,0,1,0,1,69.55370524562865
4983-CLMLV,52,1,102.7,5138.1,0,0,1,1,0,0,0,0,50.03018500486855
5701-YVSVF,11,1,82.9,880.05,0,0,0,0,0,0,0,0,10.61580217129071
5804-LEPIM,2,1,70.35,139.05,1,0,0,0,0,0,0,0,1.9765458422174844
5697-GOMBF,28,0,35.9,973.65,0,0,0,0,0,0,0,0,27.121169916434543
2739-CACDQ,17,1,82.65,1470.05,0,0,1,1,0,0,0,0,17.786448880822746
9385-EHGDO,35,1,19.85,739.35,0,0,0,1,1,1,0,1,37.24685138539043
9498-FIMXL,8,1,19.2,161.95,0,0,0,1,1,1,1,0,8.434895833333334
2379-GYFLQ,46,1,94.9,4422.95,0,0,1,1,0,1,1,0,46.60642781875658
0122-OAHPZ,7,1,73.85,511.25,1,0,0,0,0,0,0,0,6.922816519972919
2868-SNELZ,2,1,80.6,155.8,1,0,0,1,1,0,0,0,1.9330024813895785
4322-RCYMT,68,1,75.8,5293.95,1,1,0,1,0,1,1,0,69.8410290237467
6680-NENYN,43,1,104.6,4759.85,1,0,0,0,0,1,0,1,45.50525812619504
2088-IEBAU,68,1,88.15,6148.45,0,0,0,0,0,1,0,1,69.74985819625637
7982-VCELR,36,1,94.8,3565.65,0,0,1,1,0,0,0,0,37.6123417721519
1343-EHPYB,63,1,103.4,6603.0,1,0,0,0,0,0,0,0,63.858800773694384
6035-BXTTY,32,1,54.65,1830.1,0,1,0,1,0,0,0,0,33.48764867337603
6885-PKOAM,71,1,85.75,6223.8,0,0,1,1,0,1,0,1,72.58075801749271
7520-HQWJU,66,1,67.45,4508.65,0,1,0,1,0,0,0,0,66.84432913269087
9639-BUJXT,63,1,20.5,1328.15,0,0,0,1,1,1,1,0,64.78780487804879
5924-SNGKP,41,1,20.25,865.0,0,0,1,1,0,1,1,0,42.71604938271605
0021-IKXGC,1,1,72.1,72.1,0,0,0,0,0,0,0,0,1.0
2034-GDRCN,2,1,90.4,168.2,1,0,0,0,0,0,0,0,1.8606194690265485
8966-SNIZF,70,1,19.45,1303.5,0,1,0,1,0,1,0,1,67.01799485861183
6243-OZGFH,23,0,44.95,996.85,0,0,0,0,0,0,0,0,22.17686318131257
4654-DLAMQ,64,1,97.0,6430.9,0,1,0,1,0,1,1,0,66.29793814432989
0513-RBGPE,37,1,62.8,2278.75,0,0,1,1,0,1,0,1,36.285828025477706
5160-UXJED,17,1,44.6,681.4,0,0,0,1,1,1,1,0,15.278026905829595
4115-NZRKS,7,1,89.15,574.35,0,0,0,0,0,0,0,0,6.442512619181155
0219-YTZUE,4,1,84.8,371.9,1,1,0,1,0,0,0,0,4.38561320754717
0623-IIHUG,21,0,41.9,840.1,1,0,0,0,0,0,0,0,20.050119331742245
4572-DVCGN,10,1,80.25,846.0,1,1,0,1,0,0,0,0,10.542056074766355
3351-NGXYI,16,1,54.1,889.0,0,0,0,0,0,0,0,0,16.43253234750462
8984-EYLLL,64,1,105.25,6823.4,0,0,0,0,0,1,0,1,64.83040380047505
9057-MSWCO,27,0,30.75,805.1,1,0,1,1,0,0,0,0,26.182113821138213
9833-TGFHX,42,1,97.1,4016.75,0,0,0,0,0,1,1,0,41.367147270854794
9294-TDIPC,5,1,20.2,83.75,0,0,0,1,1,0,0,0,4.146039603960396
5229-DTFYB,41,1,98.8,3959.15,0,1,0,1,0,1,0,1,40.07236842105264
0104-PPXDV,58,1,50.3,2878.55,0,0,1,1,0,1,1,0,57.22763419483102
5176-LMJXE,47,1,20.55,945.7,0,0,0,1,1,1,0,1,46.01946472019465
3583-KRKMD,18,1,75.9,1373.05,0,1,0,1,0,0,0,0,18.090250329380762
1010-DIAUQ,5,1,96.5,492.55,1,1,0,1,0,0,0,0,5.104145077720207
9069-LGEUL,23,1,59.95,1406.0,0,1,0,1,0,0,0,0,23.452877397831525
7302-ZHMHP,1,1,19.15,19.15,0,0,0,1,1,0,0,0,1.0
9571-EDEBV,71,1,98.65,6962.85,0,0,1,1,0,1,1,0,70.58134820070958
3520-FJGCV,72,1,112.6,8126.65,0,0,1,1,0,1,0,1,72.17273534635879
6563-VRERX,33,1,20.6,690.25,0,0,0,1,1,1,1,0,33.50728155339806
0259-GBZSH,2,1,85.65,181.5,1,0,0,0,0,0,0,0,2.1190893169877407
6122-EFVKN,24,0,35.75,830.8,0,0,0,1,1,1,0,1,23.23916083916084
2805-EDJPQ,56,1,99.75,5608.4,0,0,1,1,0,1,1,0,56.224561403508766
6862-CQUMB,37,1,96.1,3646.8,0,0,1,1,0,0,0,0,37.947970863683665
7156-MXBJE,43,1,85.1,3662.25,0,0,1,1,0,1,1,0,43.034665099882496
6158-HDPXZ,1,0,25.35,25.35,0,0,0,1,1,0,0,0,1.0
9601-BRXPO,25,1,104.95,2566.5,1,1,0,1,0,0,0,0,24.454502143878038
2863-IMQDR,61,1,89.65,5308.7,0,0,0,0,0,1,0,1,59.21583937534857
5686-CMAWK,17,1,86.75,1410.25,0,0,0,0,0,1,1,0,16.256484149855908
5651-CRHKQ,41,1,86.2,3339.05,0,1,0,1,0,1,1,0,38.73607888631091
6905-NIQIN,1,1,50.65,50.65,1,0,0,1,1,0,0,0,1.0
8204-YJCLA,72,0,64.8,4732.35,0,1,0,1,0,1,0,1,73.0300925925926
5167-ZFFMM,1,1,90.85,90.85,1,0,1,1,0,0,0,0,1.0
6583-SZVGP,48,1,108.1,5067.45,0,1,0,1,0,1,0,1,46.87742830712303
4895-TMWIR,11,1,19.95,214.75,1,0,0,1,1,0,0,0,10.764411027568922
0533-BNWKF,55,1,85.45,4874.7,1,0,0,0,0,0,0,0,57.047396138092445
1708-PBBOA,42,0,54.75,2348.45,0,0,0,0,0,1,1,0,42.89406392694064
8782-LKFPK,44,1,90.4,4063.0,0,0,0,1,1,0,0,0,44.94469026548672
5522-JBWMO,1,1,44.0,44.0,0,0,0,0,0,0,0,0,1.0
3597-MVHJT,27,1,95.6,2595.25,0,1,0,1,0,0,0,0,27.146966527196653
9774-NRNAU,27,1,84.8,2309.55,0,1,0,1,0,0,0,0,27.235259433962266
0224-RLWWD,2,1,44.3,89.3,0,0,0,0,0,0,0,0,2.015801354401806
9967-ATRFS,19,1,19.9,367.55,0,0,0,1,1,0,0,0,18.469849246231156
3951-NJCVI,42,1,95.05,3944.5,0,0,0,0,0,0,0,0,41.49921094160968
2977-CEBSX,66,1,90.05,5965.95,0,0,1,1,0,1,0,1,66.25152692948362
0177-PXBAT,33,1,109.9,3694.7,0,1,0,1,0,0,0,0,33.618744313011824
6599-CEBNN,34,1,73.95,2524.45,1,0,1,1,0,0,0,0,34.13725490196078
2519-ERQOJ,33,0,54.6,1803.7,0,0,0,0,0,0,0,0,33.03479853479853
5876-QMYLD,23,1,20.05,415.1,0,0,0,1,1,1,1,0,20.703241895261847
2277-AXSDC,32,1,19.75,624.15,0,1,0,1,0,1,1,0,31.60253164556962
9442-JTWDL,11,1,20.05,237.7,0,0,1,1,0,1,1,0,11.855361596009974
0979-PHULV,69,1,99.45,7007.6,1,0,1,1,0,0,0,0,70.46354952237306
3067-SVMTC,68,1,55.9,3848.8,0,1,0,1,0,1,1,0,68.85152057245081
5495-GPSRW,20,1,19.7,419.4,0,0,0,1,1,1,0,1,21.289340101522843
7606-BPHHN,72,1,19.8,1468.75,0,0,1,1,0,1,0,1,74.17929292929293
4742-DRORA,60,1,95.4,5812.0,0,1,0,1,0,1,1,0,60.92243186582809
0111-KLBQG,32,1,93.95,2861.45,0,0,0,1,1,0,0,0,30.45715806279936
4800-VHZKI,1,1,19.9,19.9,1,0,0,1,1,0,0,0,1.0
7989-CHGTL,1,1,19.6,19.6,1,0,0,1,1,0,0,0,1.0
0334-GDDSO,3,1,81.35,233.7,1,0,0,0,0,0,0,0,2.8727719729563614
4163-NCJAK,46,1,24.45,1066.15,0,1,0,1,0,1,1,0,43.605316973415135
5233-AOZUF,29,1,74.95,2149.05,0,0,0,0,0,0,0,0,28.673115410273518
5973-EJGDP,51,1,87.35,4473.0,0,0,0,0,0,0,0,0,51.20778477389811
1996-DBMUS,48,1,70.65,3545.05,0,1,0,1,0,0,0,0,50.17763623496107
7916-VCCPB,16,1,73.25,1195.75,0,1,0,1,0,0,0,0,16.324232081911262
4686-GEFRM,70,1,98.7,6858.9,0,1,0,1,0,1,0,1,69.49240121580547
5249-QYHEX,40,1,24.8,1024.7,0,0,0,1,1,1,0,1,41.318548387096776
0578-SKVMF,22,1,83.3,1845.9,1,0,0,0,0,0,0,0,22.15966386554622
5564-NEMQO,1,1,75.3,75.3,1,1,0,1,0,0,0,0,1.0
2233-FAGXV,5,1,24.3,132.25,0,0,0,1,1,0,0,0,5.44238683127572
5605-IYGFG,7,1,69.85,515.45,0,1,0,1,0,0,0,0,7.379384395132428
7663-ZTEGJ,29,1,100.55,2830.45,0,0,1,1,0,1,1,0,28.149676777722526
3935-TBRZZ,44,1,25.7,1110.5,0,0,0,1,1,1,1,0,43.21011673151751
8111-BKVDS,10,0,40.7,449.3,0,1,0,1,0,0,0,0,11.039312039312039
2055-SIFSS,55,1,51.65,2838.55,0,1,0,1,0,0,0,0,54.95740561471443
2806-MLNTI,52,1,105.1,5376.4,0,1,0,1,0,1,1,0,51.15509039010466
8734-DKSTZ,10,1,85.95,858.6,0,0,0,0,0,0,0,0,9.989528795811518
4360-PNRQB,18,1,75.6,1395.05,0,1,0,1,0,0,0,0,18.45304232804233
6152-ONASV,68,1,58.25,3975.7,0,1,0,1,0,1,1,0,68.25236051502145
9063-ZGTUY,61,1,19.4,1182.55,1,0,0,1,1,0,0,0,60.95618556701031
7781-HVGMK,72,0,65.2,4784.45,0,0,1,1,0,1,0,1,73.38113496932515
2181-UAESM,2,1,53.45,119.5,0,0,0,0,0,0,0,0,2.2357343311506077
2957-LOLHO,12,1,45.4,518.9,1,1,0,1,0,0,0,0,11.429515418502202
6048-NJXHX,41,1,19.75,899.45,0,0,0,0,0,1,0,1,45.54177215189873
2320-SLKMB,26,0,44.45,1183.8,0,0,1,1,0,0,0,0,26.63217097862767
4980-URKXC,36,1,20.85,720.05,0,1,0,1,0,1,1,0,34.534772182254194
4376-KFVRS,72,1,114.05,8468.2,0,0,1,1,0,1,0,1,74.24989039894784
5886-VLQVU,35,1,89.85,3161.2,0,1,0,1,0,0,0,0,35.18308291597106
3577-AMVUX,1,1,55.05,55.05,0,0,0,1,1,0,0,0,1.0
0771-WLCLA,16,1,112.95,1882.55,0,0,0,0,0,0,0,0,16.66710934041611
5628-RKIFK,49,1,101.55,5070.4,0,0,1,1,0,0,0,0,49.93008370260955
0206-TBWLC,54,1,114.65,6049.5,0,0,0,1,1,1,1,0,52.764936764064544
2937-FTHUR,18,1,64.8,1166.7,0,0,0,0,0,0,0,0,18.00462962962963
1910-FMXJM,36,1,80.4,2937.65,0,0,0,0,0,0,0,0,36.53793532338308
7752-XUSCI,60,1,105.9,6396.45,1,0,0,0,0,0,0,0,60.400849858356935
4110-PFEUZ,1,1,69.55,69.55,1,0,0,1,1,0,0,0,1.0
0732-OCQOC,52,1,25.05,1270.25,0,1,0,1,0,1,0,1,50.70858283433134
5168-MSWXT,8,1,94.75,759.55,0,0,0,0,0,0,0,0,8.016358839050131
1090-ESELR,72,1,105.5,7611.55,0,1,0,1,0,1,0,1,72.14739336492892
8592-PLTMQ,64,1,24.7,1642.75,0,0,0,1,1,1,1,0,66.5080971659919
5760-WRAHC,22,1,69.75,1545.4,0,0,0,1,1,0,0,0,22.156272401433693
8847-GEOOQ,60,0,60.2,3582.4,0,1,0,1,0,0,0,0,59.50830564784053
0256-LTHVJ,28,1,81.05,2227.1,1,0,0,0,0,0,0,0,27.478099938309686
4785-FCIFB,61,1,24.4,1417.9,0,0,0,1,1,1,0,1,58.110655737704924
8313-NDOIA,24,1,104.15,2494.65,0,0,0,0,0,0,0,0,23.952472395583293
5149-CUZUJ,28,1,92.9,2768.35,0,1,0,1,0,1,1,0,29.799246501614636
0942-KOWSM,30,1,80.8,2369.3,0,1,0,1,0,1,0,1,29.3230198019802
4237-CLSMM,2,1,20.0,38.0,0,0,0,1,1,0,0,0,1.9
1452-VOQCH,1,1,75.1,75.1,0,0,0,0,0,0,0,0,1.0
4719-UMSIY,6,1,19.65,100.9,0,0,0,1,1,0,0,0,5.134860050890586
6614-VBEGU,24,1,69.45,1614.05,0,1,0,1,0,0,0,0,23.240460763138948
0880-TKATG,4,1,101.15,385.9,1,0,0,0,0,0,0,0,3.815126050420168
3811-VBYBZ,7,1,99.8,673.25,1,0,0,0,0,0,0,0,6.745991983967936
1480-BKXGA,72,1,116.05,8404.9,0,1,0,1,0,1,0,1,72.42481688927187
2996-XAUVF,70,0,40.05,2799.75,0,0,0,1,1,1,0,1,69.90636704119851
9076-AXYIK,64,1,102.1,6538.45,0,0,0,0,0,1,0,1,64.03966699314398
5968-XQIVE,72,1,89.7,6588.95,0,0,0,0,0,1,1,0,73.45540691192865
8896-RAZCR,44,1,19.9,868.1,0,0,0,1,1,1,0,1,43.62311557788945
4640-UHDOS,13,1,55.95,734.35,1,0,0,0,0,0,0,0,13.125111706881144
4933-IKULF,17,1,20.65,330.6,0,0,0,1,1,1,1,0,16.009685230024214
3583-EKAPL,1,1,55.0,55.0,1,0,0,0,0,0,0,0,1.0
1304-BCCFO,9,1,70.05,564.4,0,0,0,1,1,0,0,0,8.057102069950036
4104-PVRPS,24,1,53.6,1315.35,0,0,0,1,1,0,0,0,24.540111940298505
9399-APLBT,1,1,74.7,74.7,1,0,0,0,0,0,0,0,1.0
2359-KMGLI,24,1,80.25,1861.5,1,0,0,0,0,0,0,0,23.19626168224299
3780-DDGSE,35,1,76.05,2747.2,0,0,0,0,0,0,0,0,36.12360289283366
4431-EDMIQ,7,1,75.7,554.05,0,0,0,0,0,0,0,0,7.31902245706737
0306-JAELE,5,1,96.1,453.4,1,0,0,0,0,0,0,0,4.718002081165452
6227-HWPWX,15,1,69.0,994.8,1,1,0,1,0,0,0,0,14.417391304347825
0486-LGCCH,11,1,19.65,225.75,0,0,0,1,1,1,0,1,11.488549618320612
0447-BEMNG,48,0,45.3,2145.0,1,1,0,1,0,0,0,0,47.35099337748345
4612-SSVHJ,20,1,81.45,1671.6,0,0,0,0,0,0,0,0,20.523020257826886
5168-MQQCA,72,1,108.5,8003.8,0,1,0,1,0,1,1,0,73.76774193548387
5949-XIKAE,8,1,83.55,680.05,1,0,0,0,0,0,0,0,8.139437462597247
7971-HLVXI,72,1,84.5,6130.85,0,0,1,1,0,1,0,1,72.5544378698225
9094-AZPHK,15,1,100.15,1415.0,0,0,0,0,0,0,0,0,14.128806789815277
3649-JPUGY,72,1,88.6,6201.95,0,1,0,1,0,1,0,1,69.99943566591422
8372-JUXUI,1,1,74.35,74.35,1,0,0,0,0,0,0,0,1.0
3552-CTCYF,63,1,104.8,6597.25,0,1,0,1,0,1,0,1,62.95085877862596
6778-YSNIH,2,1,59.0,114.15,0,0,0,0,0,0,0,0,1.9347457627118645
0388-EOPEX,2,1,74.4,139.4,1,0,0,0,0,0,0,0,1.8736559139784945
5756-OZRIO,61,1,64.05,3902.6,0,1,0,1,0,1,1,0,60.930523028883684
6579-JPICP,1,1,20.4,20.4,0,0,0,1,1,0,0,0,1.0
8205-OTCHB,22,0,43.75,903.6,1,1,0,1,0,1,1,0,20.653714285714287
4134-BSXLX,28,1,60.9,1785.65,0,0,0,1,1,0,0,0,29.321018062397375
0505-SPOOW,70,1,19.8,1397.65,0,1,0,1,0,1,0,1,70.58838383838383
6235-VDHOM,5,0,28.45,131.05,1,0,0,0,0,0,0,0,4.606326889279438
7783-YKGDV,12,1,99.7,1238.45,1,1,0,1,0,0,0,0,12.421765295887663
4374-YMUSQ,34,1,116.25,3899.05,0,0,1,1,0,1,1,0,33.54021505376344
4513-CXYIX,71,1,80.7,5676.0,0,0,1,1,0,1,0,1,70.33457249070632
3957-HHLMR,70,1,65.2,4543.15,0,1,0,1,0,1,1,0,69.68021472392637
7803-XOCCZ,52,1,84.05,4326.8,0,1,0,1,0,0,0,0,51.47888161808448
5736-YEJAX,69,1,79.45,5502.55,0,0,1,1,0,1,0,1,69.25802391441158
5609-CEBID,20,1,94.1,1782.4,1,0,0,0,0,0,0,0,18.941551540913924
8981-FJGLA,11,1,78.0,851.8,0,0,0,1,1,0,0,0,10.92051282051282
7218-HKQFK,2,1,94.2,167.5,1,0,0,0,0,0,0,0,1.7781316348195328
4636-QRJKY,6,1,80.5,502.85,1,0,0,0,0,0,0,0,6.246583850931677
1135-LMECX,1,1,19.85,19.85,0,0,0,1,1,0,0,0,1.0
4332-MUOEZ,20,1,94.3,1818.3,0,0,1,1,0,1,1,0,19.28207847295864
8535-SFUTN,61,1,106.45,6300.15,0,0,0,0,0,0,0,0,59.184124001878814
5956-VKDTT,5,1,74.35,334.8,1,0,0,0,0,0,0,0,4.5030262273032955
8677-HDZEE,56,1,105.45,5916.95,0,1,0,1,0,0,0,0,56.11142721669037
2475-MROZF,30,1,95.0,2852.4,0,0,1,1,0,0,0,0,30.025263157894738
9412-GHEEC,40,1,104.8,4131.95,1,1,0,1,0,0,0,0,39.42700381679389
3482-ABPKK,28,1,54.3,1546.3,0,0,0,1,1,1,1,0,28.476979742173114
6705-LXORM,5,1,70.05,302.6,0,0,0,0,0,0,0,0,4.3197715917202
0257-ZESQC,27,1,75.2,1929.35,1,1,0,1,0,0,0,0,25.656249999999996
7531-GQHME,12,1,20.05,265.45,0,0,1,1,0,0,0,0,13.239401496259351
5174-ITUMV,67,1,105.4,6989.45,0,0,0,0,0,1,1,0,66.31356736242884
4109-CYRBD,29,1,51.6,1442.0,0,0,0,0,0,0,0,0,27.945736434108525
0913-XWSCN,55,1,85.5,4713.4,0,1,0,1,0,0,0,0,55.12748538011695
6825-UYPFK,23,1,75.6,1758.6,1,1,0,1,0,0,0,0,23.261904761904763
8397-MVTAZ,34,1,100.05,3480.0,1,0,0,0,0,0,0,0,34.78260869565217
0750-EBAIU,52,1,91.25,4738.3,0,0,0,0,0,1,1,0,51.92657534246575
8606-CIQUL,72,1,115.75,8399.15,0,0,1,1,0,1,0,1,72.56285097192224
3571-DPYUH,58,1,94.7,5430.35,0,0,1,1,0,1,1,0,57.342661034846884
7601-GNDYK,35,1,19.6,686.95,0,0,0,1,1,1,0,1,35.048469387755105
0356-OBMAC,56,1,99.9,5706.3,0,1,0,1,0,1,0,1,57.12012012012012
8067-NIOYM,24,1,21.1,490.65,0,0,1,1,0,1,0,1,23.253554502369667
1403-GYAFU,70,1,20.05,1360.25,0,0,1,1,0,1,0,1,67.84289276807979
4234-XTNEA,2,1,79.95,174.45,0,0,0,0,0,0,0,0,2.1819887429643523
1297-VQDRP,68,1,107.15,7379.8,0,0,1,1,0,1,1,0,68.8735417638824
9282-IZGQK,1,1,85.0,85.0,1,0,0,0,0,0,0,0,1.0
5348-CAGXB,12,1,89.55,1021.75,0,0,0,0,0,0,0,0,11.409826912339476
0621-HJWXJ,63,1,81.55,5029.05,0,1,0,1,0,0,0,0,61.66830165542612
5844-QVTAT,33,1,58.45,1955.4,0,0,0,1,1,1,1,0,33.454234388366125
8905-IAZPF,69,1,95.65,6744.2,0,0,1,1,0,1,1,0,70.50914793518034
5394-MEITZ,60,1,80.6,4946.7,0,1,0,1,0,1,0,1,61.37344913151365
6859-QNXIQ,72,1,113.1,8248.5,0,1,0,1,0,1,0,1,72.93103448275862
2782-LFZVW,11,1,58.95,601.6,0,0,0,1,1,0,0,0,10.205258693808313
2866-IKBTM,1,1,19.55,19.55,0,0,0,1,1,0,0,0,1.0
1342-JPNKI,10,1,86.05,834.1,1,1,0,1,0,0,0,0,9.69320162696107
2817-NTQDO,13,0,45.55,597.0,1,0,1,1,0,0,0,0,13.106476399560924
7129-AZJDE,34,1,78.95,2647.2,0,1,0,1,0,1,1,0,33.530082330588975
6986-IJDHX,39,1,86.3,3266.0,1,0,0,1,1,0,0,0,37.84472769409038
2560-PPCHE,65,1,105.05,6744.25,0,1,0,1,0,1,1,0,64.2003807710614
4676-MQUEA,50,1,101.9,5265.5,0,1,0,1,0,1,1,0,51.67320902845927
8138-EALND,15,1,19.75,311.6,0,0,0,1,1,0,0,0,15.777215189873418
3580-HYCSP,72,1,110.3,7966.9,0,1,0,1,0,1,0,1,72.22937443336355
1352-HNSAW,72,1,115.6,8220.4,0,1,0,1,0,1,0,1,71.11072664359861
2075-PUEPR,55,1,19.35,1153.25,0,1,0,1,0,1,0,1,59.599483204134366
1982-FEBTD,23,1,25.6,514.75,0,0,1,1,0,1,0,1,20.107421875
5301-GAUUY,32,1,80.35,2596.15,1,1,0,1,0,0,0,0,32.3105164903547
5791-KAJFD,56,1,68.75,3808.0,0,1,0,1,0,1,1,0,55.38909090909091
2654-VBVPB,1,1,19.9,19.9,0,1,0,1,0,0,0,0,1.0
1154-HYWWO,38,1,70.6,2708.2,0,0,0,1,1,1,1,0,38.359773371104815
2501-XWWTZ,11,1,70.2,760.05,0,0,0,0,0,0,0,0,10.826923076923077
3716-UVSPD,1,1,49.3,49.3,0,0,0,0,0,0,0,0,1.0
6815-ABQFQ,56,1,107.25,6033.3,0,0,0,0,0,1,1,0,56.25454545454546
7343-EOBEU,3,1,23.6,89.05,0,0,0,1,1,0,0,0,3.7733050847457625
3701-SFMUH,7,1,69.7,516.15,0,0,1,1,0,0,0,0,7.4053084648493535
6103-LIANB,59,1,99.5,5861.75,0,0,1,1,0,1,0,1,58.91206030150754
7319-VENRZ,7,1,64.3,445.95,0,1,0,1,0,0,0,0,6.935458786936237
5846-NEQVZ,71,1,70.85,4973.4,0,0,1,1,0,1,0,1,70.19618913196895
6967-QIQRV,15,1,101.9,1667.25,0,0,0,0,0,1,1,0,16.361629048086357
5781-RFZRP,71,1,73.5,5357.75,0,0,1,1,0,1,0,1,72.89455782312925
0939-YAPAF,35,1,100.25,3527.6,1,0,0,0,0,0,0,0,35.18802992518703
0308-IVGOK,11,0,40.4,422.6,0,0,1,1,0,1,1,0,10.460396039603962
7293-LSCDV,60,1,19.25,1103.25,0,0,1,1,0,1,0,1,57.311688311688314
7025-WCBNE,47,1,59.6,2754.0,0,1,0,1,0,1,0,1,46.20805369127517
5756-JYOJT,11,1,64.9,697.25,0,0,1,1,0,1,1,0,10.743451463790446
4710-FDUIZ,56,1,100.3,5614.45,1,0,1,1,0,1,1,0,55.9765702891326
6030-REHUX,28,1,110.85,3204.4,0,0,0,0,0,0,0,0,28.907532701849348
9548-LIGTA,61,1,81.05,4747.65,0,0,0,1,1,1,0,1,58.57680444170265
5150-LJNSR,31,1,98.05,3082.1,0,1,0,1,0,1,1,0,31.433962264150942
8270-RKSAP,9,1,70.5,597.9,0,0,0,0,0,0,0,0,8.480851063829787
6522-YRBXD,35,1,94.55,3365.4,0,0,0,0,0,0,0,0,35.59386567953464
2640-LYMOV,2,1,19.65,38.8,0,0,0,1,1,0,0,0,1.974554707379135
1218-VKFPE,12,1,19.0,233.55,1,0,0,1,1,0,0,0,12.292105263157895
3627-FHKBK,1,1,75.3,75.3,1,0,0,1,1,0,0,0,1.0
2865-TCHJW,4,1,89.2,346.2,1,0,0,0,0,0,0,0,3.8811659192825108
1423-BMPBQ,1,1,19.0,19.0,0,0,0,1,1,0,0,0,1.0
2393-DIVAI,3,1,20.0,61.7,0,0,0,1,1,0,0,0,3.085
5192-EBGOV,1,1,85.7,85.7,1,0,0,0,0,0,0,0,1.0
4568-KNYWR,52,1,63.25,3342.45,0,0,1,1,0,1,0,1,52.84505928853755
8752-IMQOS,5,1,20.1,85.1,0,0,0,1,1,1,1,0,4.233830845771144
0742-LAFQK,72,1,99.15,7422.1,0,0,0,0,0,1,0,1,74.85728693898135
0795-LAFGP,71,1,90.4,6668.05,0,0,0,0,0,1,0,1,73.76161504424779
0619-OLYUR,72,1,111.9,8071.05,0,0,1,1,0,1,0,1,72.12734584450402
5512-IDZEI,46,1,24.9,1174.8,0,0,0,0,0,1,1,0,47.18072289156627
0459-SPZHJ,63,1,83.5,5435.0,0,0,1,1,0,1,0,1,65.08982035928143
0215-BQKGS,30,1,84.3,2438.6,0,0,1,1,0,0,0,0,28.927639383155398
9244-ZVAPM,1,1,45.6,45.6,0,0,0,1,1,0,0,0,1.0
0719-SYFRB,12,1,61.65,713.75,1,0,0,1,1,0,0,0,11.577453365774534
8208-EUMTE,16,0,54.85,916.15,0,0,0,1,1,1,0,1,16.7028258887876
5172-MIGPM,4,1,65.55,237.2,0,0,0,1,1,0,0,0,3.6186117467581997
1710-RCXUS,51,1,90.35,4614.55,0,0,1,1,0,1,1,0,51.074156059767574
0374-FIUCA,65,1,20.4,1414.45,0,0,1,1,0,1,0,1,69.3357843137255
5839-SUYVZ,16,1,74.55,1170.5,0,0,1,1,0,0,0,0,15.700871898054997
5173-ZXXXL,2,1,19.95,47.7,0,0,0,1,1,1,1,0,2.3909774436090228
1096-ADRUX,66,1,74.25,4859.25,0,1,0,1,0,1,1,0,65.44444444444444
2001-MCUUW,46,1,108.65,4903.2,0,0,0,0,0,1,0,1,45.128393925448684
2731-GJRDG,32,1,109.55,3608.0,0,1,0,1,0,1,1,0,32.934732998630764
4723-BEGSG,72,1,86.65,6094.25,0,0,1,1,0,1,0,1,70.33179457587997
6516-NKQBO,38,1,81.0,3084.9,0,0,1,1,0,1,0,1,38.08518518518519
8672-OAUPW,51,1,47.85,2356.75,0,0,1,1,0,1,1,0,49.25287356321839
