tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_to_MonthlyCharges_ratio,customerID
64,Yes,One year,Bank transfer (automatic),97.0,6430.9,No,66.29793814432989,350
37,Yes,Two year,Credit card (automatic),62.8,2278.75,No,36.285828025477706,351
17,Yes,One year,Mailed check,44.6,681.4,No,15.278026905829595,352
7,Yes,Month-to-month,Electronic check,89.15,574.35,No,6.442512619181155,353
4,Yes,Month-to-month,Bank transfer (automatic),84.8,371.9,Yes,4.38561320754717,354
21,No,Month-to-month,Electronic check,41.9,840.1,Yes,20.050119331742245,355
10,Yes,Month-to-month,Bank transfer (automatic),80.25,846.0,Yes,10.542056074766355,356
16,Yes,Month-to-month,Electronic check,54.1,889.0,No,16.43253234750462,357
64,Yes,Two year,Electronic check,105.25,6823.4,No,64.83040380047505,358
27,No,Month-to-month,Credit card (automatic),30.75,805.1,Yes,26.182113821138213,359
42,Yes,One year,Electronic check,97.1,4016.75,No,41.367147270854794,360
5,Yes,Month-to-month,Mailed check,20.2,83.75,No,4.146039603960396,361
41,Yes,Two year,Bank transfer (automatic),98.8,3959.15,No,40.07236842105264,362
58,Yes,One year,Credit card (automatic),50.3,2878.55,No,57.22763419483102,363
47,Yes,Two year,Mailed check,20.55,945.7,No,46.01946472019465,364
18,Yes,Month-to-month,Bank transfer (automatic),75.9,1373.05,No,18.090250329380762,365
5,Yes,Month-to-month,Bank transfer (automatic),96.5,492.55,Yes,5.104145077720207,366
23,Yes,Month-to-month,Bank transfer (automatic),59.95,1406.0,No,23.452877397831525,367
1,Yes,Month-to-month,Mailed check,19.15,19.15,No,1.0,368
71,Yes,One year,Credit card (automatic),98.65,6962.85,No,70.58134820070958,369
72,Yes,Two year,Credit card (automatic),112.6,8126.65,No,72.17273534635879,370
33,Yes,One year,Mailed check,20.6,690.25,No,33.50728155339806,371
2,Yes,Month-to-month,Electronic check,85.65,181.5,Yes,2.1190893169877407,372
24,No,Two year,Mailed check,35.75,830.8,No,23.23916083916084,373
56,Yes,One year,Credit card (automatic),99.75,5608.4,No,56.224561403508766,374
37,Yes,Month-to-month,Credit card (automatic),96.1,3646.8,No,37.947970863683665,375
43,Yes,One year,Credit card (automatic),85.1,3662.25,No,43.034665099882496,376
1,No,Month-to-month,Mailed check,25.35,25.35,No,1.0,377
25,Yes,Month-to-month,Bank transfer (automatic),104.95,2566.5,Yes,24.454502143878038,378
61,Yes,Two year,Electronic check,89.65,5308.7,No,59.21583937534857,379
17,Yes,One year,Electronic check,86.75,1410.25,No,16.256484149855908,380
41,Yes,One year,Bank transfer (automatic),86.2,3339.05,No,38.73607888631091,381
1,Yes,Month-to-month,Mailed check,50.65,50.65,Yes,1.0,382
72,No,Two year,Bank transfer (automatic),64.8,4732.35,No,73.0300925925926,383
1,Yes,Month-to-month,Credit card (automatic),90.85,90.85,Yes,1.0,384
48,Yes,Two year,Bank transfer (automatic),108.1,5067.45,No,46.87742830712303,385
11,Yes,Month-to-month,Mailed check,19.95,214.75,Yes,10.764411027568922,386
55,Yes,Month-to-month,Electronic check,85.45,4874.7,Yes,57.047396138092445,387
42,No,One year,Electronic check,54.75,2348.45,No,42.89406392694064,388
44,Yes,Month-to-month,Mailed check,90.4,4063.0,No,44.94469026548672,389
1,Yes,Month-to-month,Electronic check,44.0,44.0,No,1.0,390
27,Yes,Month-to-month,Bank transfer (automatic),95.6,2595.25,No,27.146966527196653,391
27,Yes,Month-to-month,Bank transfer (automatic),84.8,2309.55,No,27.235259433962266,392
2,Yes,Month-to-month,Electronic check,44.3,89.3,No,2.015801354401806,393
19,Yes,Month-to-month,Mailed check,19.9,367.55,No,18.469849246231156,394
42,Yes,Month-to-month,Electronic check,95.05,3944.5,No,41.49921094160968,395
66,Yes,Two year,Credit card (automatic),90.05,5965.95,No,66.25152692948362,396
33,Yes,Month-to-month,Bank transfer (automatic),109.9,3694.7,No,33.618744313011824,397
34,Yes,Month-to-month,Credit card (automatic),73.95,2524.45,Yes,34.13725490196078,398
33,No,Month-to-month,Electronic check,54.6,1803.7,No,33.03479853479853,399
23,Yes,One year,Mailed check,20.05,415.1,No,20.703241895261847,400
32,Yes,One year,Bank transfer (automatic),19.75,624.15,No,31.60253164556962,401
11,Yes,One year,Credit card (automatic),20.05,237.7,No,11.855361596009974,402
69,Yes,Month-to-month,Credit card (automatic),99.45,7007.6,Yes,70.46354952237306,403
68,Yes,One year,Bank transfer (automatic),55.9,3848.8,No,68.85152057245081,404
20,Yes,Two year,Mailed check,19.7,419.4,No,21.289340101522843,405
72,Yes,Two year,Credit card (automatic),19.8,1468.75,No,74.17929292929293,406
60,Yes,One year,Bank transfer (automatic),95.4,5812.0,No,60.92243186582809,407
32,Yes,Month-to-month,Mailed check,93.95,2861.45,No,30.45715806279936,408
1,Yes,Month-to-month,Mailed check,19.9,19.9,Yes,1.0,409
1,Yes,Month-to-month,Mailed check,19.6,19.6,Yes,1.0,410
3,Yes,Month-to-month,Electronic check,81.35,233.7,Yes,2.8727719729563614,411
46,Yes,One year,Bank transfer (automatic),24.45,1066.15,No,43.605316973415135,412
29,Yes,Month-to-month,Electronic check,74.95,2149.05,No,28.673115410273518,413
51,Yes,Month-to-month,Electronic check,87.35,4473.0,No,51.20778477389811,414
48,Yes,Month-to-month,Bank transfer (automatic),70.65,3545.05,No,50.17763623496107,415
16,Yes,Month-to-month,Bank transfer (automatic),73.25,1195.75,No,16.324232081911262,416
70,Yes,Two year,Bank transfer (automatic),98.7,6858.9,No,69.49240121580547,417
40,Yes,Two year,Mailed check,24.8,1024.7,No,41.318548387096776,418
22,Yes,Month-to-month,Electronic check,83.3,1845.9,Yes,22.15966386554622,419
1,Yes,Month-to-month,Bank transfer (automatic),75.3,75.3,Yes,1.0,420
5,Yes,Month-to-month,Mailed check,24.3,132.25,No,5.44238683127572,421
7,Yes,Month-to-month,Bank transfer (automatic),69.85,515.45,No,7.379384395132428,422
29,Yes,One year,Credit card (automatic),100.55,2830.45,No,28.149676777722526,423
44,Yes,One year,Mailed check,25.7,1110.5,No,43.21011673151751,424
10,No,Month-to-month,Bank transfer (automatic),40.7,449.3,No,11.039312039312039,425
55,Yes,Month-to-month,Bank transfer (automatic),51.65,2838.55,No,54.95740561471443,426
52,Yes,One year,Bank transfer (automatic),105.1,5376.4,No,51.15509039010466,427
10,Yes,Month-to-month,Electronic check,85.95,858.6,No,9.989528795811518,428
18,Yes,Month-to-month,Bank transfer (automatic),75.6,1395.05,No,18.45304232804233,429
68,Yes,One year,Bank transfer (automatic),58.25,3975.7,No,68.25236051502145,430
61,Yes,Month-to-month,Mailed check,19.4,1182.55,Yes,60.95618556701031,431
72,No,Two year,Credit card (automatic),65.2,4784.45,No,73.38113496932515,432
2,Yes,Month-to-month,Electronic check,53.45,119.5,No,2.2357343311506077,433
12,Yes,Month-to-month,Bank transfer (automatic),45.4,518.9,Yes,11.429515418502202,434
41,Yes,Two year,Electronic check,19.75,899.45,No,45.54177215189873,435
26,No,Month-to-month,Credit card (automatic),44.45,1183.8,No,26.63217097862767,436
36,Yes,One year,Bank transfer (automatic),20.85,720.05,No,34.534772182254194,437
72,Yes,Two year,Credit card (automatic),114.05,8468.2,No,74.24989039894784,438
35,Yes,Month-to-month,Bank transfer (automatic),89.85,3161.2,No,35.18308291597106,439
1,Yes,Month-to-month,Mailed check,55.05,55.05,No,1.0,440
16,Yes,Month-to-month,Electronic check,112.95,1882.55,No,16.66710934041611,441
49,Yes,Month-to-month,Credit card (automatic),101.55,5070.4,No,49.93008370260955,442
54,Yes,One year,Mailed check,114.65,6049.5,No,52.764936764064544,443
18,Yes,Month-to-month,Electronic check,64.8,1166.7,No,18.00462962962963,444
36,Yes,Month-to-month,Electronic check,80.4,2937.65,No,36.53793532338308,445
60,Yes,Month-to-month,Electronic check,105.9,6396.45,Yes,60.400849858356935,446
1,Yes,Month-to-month,Mailed check,69.55,69.55,Yes,1.0,447
52,Yes,Two year,Bank transfer (automatic),25.05,1270.25,No,50.70858283433134,448
8,Yes,Month-to-month,Electronic check,94.75,759.55,No,8.016358839050131,449
72,Yes,Two year,Bank transfer (automatic),105.5,7611.55,No,72.14739336492892,450
64,Yes,One year,Mailed check,24.7,1642.75,No,66.5080971659919,451
22,Yes,Month-to-month,Mailed check,69.75,1545.4,No,22.156272401433693,452
60,No,Month-to-month,Bank transfer (automatic),60.2,3582.4,No,59.50830564784053,453
28,Yes,Month-to-month,Electronic check,81.05,2227.1,Yes,27.478099938309686,454
61,Yes,Two year,Mailed check,24.4,1417.9,No,58.110655737704924,455
24,Yes,Month-to-month,Electronic check,104.15,2494.65,No,23.952472395583293,456
28,Yes,One year,Bank transfer (automatic),92.9,2768.35,No,29.799246501614636,457
30,Yes,Two year,Bank transfer (automatic),80.8,2369.3,No,29.3230198019802,458
2,Yes,Month-to-month,Mailed check,20.0,38.0,No,1.9,459
1,Yes,Month-to-month,Electronic check,75.1,75.1,No,1.0,460
6,Yes,Month-to-month,Mailed check,19.65,100.9,No,5.134860050890586,461
24,Yes,Month-to-month,Bank transfer (automatic),69.45,1614.05,No,23.240460763138948,462
4,Yes,Month-to-month,Electronic check,101.15,385.9,Yes,3.815126050420168,463
7,Yes,Month-to-month,Electronic check,99.8,673.25,Yes,6.745991983967936,464
72,Yes,Two year,Bank transfer (automatic),116.05,8404.9,No,72.42481688927187,465
70,No,Two year,Mailed check,40.05,2799.75,No,69.90636704119851,466
64,Yes,Two year,Electronic check,102.1,6538.45,No,64.03966699314398,467
72,Yes,One year,Electronic check,89.7,6588.95,No,73.45540691192865,468
44,Yes,Two year,Mailed check,19.9,868.1,No,43.62311557788945,469
13,Yes,Month-to-month,Electronic check,55.95,734.35,Yes,13.125111706881144,470
17,Yes,One year,Mailed check,20.65,330.6,No,16.009685230024214,471
1,Yes,Month-to-month,Electronic check,55.0,55.0,Yes,1.0,472
9,Yes,Month-to-month,Mailed check,70.05,564.4,No,8.057102069950036,473
24,Yes,Month-to-month,Mailed check,53.6,1315.35,No,24.540111940298505,474
1,Yes,Month-to-month,Electronic check,74.7,74.7,Yes,1.0,475
24,Yes,Month-to-month,Electronic check,80.25,1861.5,Yes,23.19626168224299,476
35,Yes,Month-to-month,Electronic check,76.05,2747.2,No,36.12360289283366,477
7,Yes,Month-to-month,Electronic check,75.7,554.05,No,7.31902245706737,478
5,Yes,Month-to-month,Electronic check,96.1,453.4,Yes,4.718002081165452,479
15,Yes,Month-to-month,Bank transfer (automatic),69.0,994.8,Yes,14.417391304347825,480
11,Yes,Two year,Mailed check,19.65,225.75,No,11.488549618320612,481
48,No,Month-to-month,Bank transfer (automatic),45.3,2145.0,Yes,47.35099337748345,482
20,Yes,Month-to-month,Electronic check,81.45,1671.6,No,20.523020257826886,483
72,Yes,One year,Bank transfer (automatic),108.5,8003.8,No,73.76774193548387,484
8,Yes,Month-to-month,Electronic check,83.55,680.05,Yes,8.139437462597247,485
72,Yes,Two year,Credit card (automatic),84.5,6130.85,No,72.5544378698225,486
15,Yes,Month-to-month,Electronic check,100.15,1415.0,No,14.128806789815277,487
72,Yes,Two year,Bank transfer (automatic),88.6,6201.95,No,69.99943566591422,488
0,No,Two year,Bank transfer (automatic),52.55,1397.475,No,26.59324452901998,489
1,Yes,Month-to-month,Electronic check,74.35,74.35,Yes,1.0,490
63,Yes,Two year,Bank transfer (automatic),104.8,6597.25,No,62.95085877862596,491
2,Yes,Month-to-month,Electronic check,59.0,114.15,No,1.9347457627118645,492
2,Yes,Month-to-month,Electronic check,74.4,139.4,Yes,1.8736559139784945,493
61,Yes,One year,Bank transfer (automatic),64.05,3902.6,No,60.930523028883684,494
1,Yes,Month-to-month,Mailed check,20.4,20.4,No,1.0,495
22,No,One year,Bank transfer (automatic),43.75,903.6,Yes,20.653714285714287,496
28,Yes,Month-to-month,Mailed check,60.9,1785.65,No,29.321018062397375,497
70,Yes,Two year,Bank transfer (automatic),19.8,1397.65,No,70.58838383838383,498
5,No,Month-to-month,Electronic check,28.45,131.05,Yes,4.606326889279438,499
12,Yes,Month-to-month,Bank transfer (automatic),99.7,1238.45,Yes,12.421765295887663,500
34,Yes,One year,Credit card (automatic),116.25,3899.05,No,33.54021505376344,501
71,Yes,Two year,Credit card (automatic),80.7,5676.0,No,70.33457249070632,502
70,Yes,One year,Bank transfer (automatic),65.2,4543.15,No,69.68021472392637,503
52,Yes,Month-to-month,Bank transfer (automatic),84.05,4326.8,No,51.47888161808448,504
69,Yes,Two year,Credit card (automatic),79.45,5502.55,No,69.25802391441158,505
20,Yes,Month-to-month,Electronic check,94.1,1782.4,Yes,18.941551540913924,506
11,Yes,Month-to-month,Mailed check,78.0,851.8,No,10.92051282051282,507
2,Yes,Month-to-month,Electronic check,94.2,167.5,Yes,1.7781316348195328,508
6,Yes,Month-to-month,Electronic check,80.5,502.85,Yes,6.246583850931677,509
1,Yes,Month-to-month,Mailed check,19.85,19.85,No,1.0,510
20,Yes,One year,Credit card (automatic),94.3,1818.3,No,19.28207847295864,511
61,Yes,Month-to-month,Electronic check,106.45,6300.15,No,59.184124001878814,512
5,Yes,Month-to-month,Electronic check,74.35,334.8,Yes,4.5030262273032955,513
56,Yes,Month-to-month,Bank transfer (automatic),105.45,5916.95,No,56.11142721669037,514
30,Yes,Month-to-month,Credit card (automatic),95.0,2852.4,No,30.025263157894738,515
40,Yes,Month-to-month,Bank transfer (automatic),104.8,4131.95,Yes,39.42700381679389,516
28,Yes,One year,Mailed check,54.3,1546.3,No,28.476979742173114,517
5,Yes,Month-to-month,Electronic check,70.05,302.6,No,4.3197715917202,518
27,Yes,Month-to-month,Bank transfer (automatic),75.2,1929.35,Yes,25.656249999999996,519
12,Yes,Month-to-month,Credit card (automatic),20.05,265.45,No,13.239401496259351,520
67,Yes,One year,Electronic check,105.4,6989.45,No,66.31356736242884,521
29,Yes,Month-to-month,Electronic check,51.6,1442.0,No,27.945736434108525,522
55,Yes,Month-to-month,Bank transfer (automatic),85.5,4713.4,No,55.12748538011695,523
23,Yes,Month-to-month,Bank transfer (automatic),75.6,1758.6,Yes,23.261904761904763,524
34,Yes,Month-to-month,Electronic check,100.05,3480.0,Yes,34.78260869565217,525
52,Yes,One year,Electronic check,91.25,4738.3,No,51.92657534246575,526
72,Yes,Two year,Credit card (automatic),115.75,8399.15,No,72.56285097192224,527
58,Yes,One year,Credit card (automatic),94.7,5430.35,No,57.342661034846884,528
35,Yes,Two year,Mailed check,19.6,686.95,No,35.048469387755105,529
56,Yes,Two year,Bank transfer (automatic),99.9,5706.3,No,57.12012012012012,530
24,Yes,Two year,Credit card (automatic),21.1,490.65,No,23.253554502369667,531
70,Yes,Two year,Credit card (automatic),20.05,1360.25,No,67.84289276807979,532
2,Yes,Month-to-month,Electronic check,79.95,174.45,No,2.1819887429643523,533
68,Yes,One year,Credit card (automatic),107.15,7379.8,No,68.8735417638824,534
1,Yes,Month-to-month,Electronic check,85.0,85.0,Yes,1.0,535
12,Yes,Month-to-month,Electronic check,89.55,1021.75,No,11.409826912339476,536
63,Yes,Month-to-month,Bank transfer (automatic),81.55,5029.05,No,61.66830165542612,537
33,Yes,One year,Mailed check,58.45,1955.4,No,33.454234388366125,538
69,Yes,One year,Credit card (automatic),95.65,6744.2,No,70.50914793518034,539
60,Yes,Two year,Bank transfer (automatic),80.6,4946.7,No,61.37344913151365,540
72,Yes,Two year,Bank transfer (automatic),113.1,8248.5,No,72.93103448275862,541
11,Yes,Month-to-month,Mailed check,58.95,601.6,No,10.205258693808313,542
1,Yes,Month-to-month,Mailed check,19.55,19.55,No,1.0,543
10,Yes,Month-to-month,Bank transfer (automatic),86.05,834.1,Yes,9.69320162696107,544
13,No,Month-to-month,Credit card (automatic),45.55,597.0,Yes,13.106476399560924,545
34,Yes,One year,Bank transfer (automatic),78.95,2647.2,No,33.530082330588975,546
39,Yes,Month-to-month,Mailed check,86.3,3266.0,Yes,37.84472769409038,547
65,Yes,One year,Bank transfer (automatic),105.05,6744.25,No,64.2003807710614,548
50,Yes,One year,Bank transfer (automatic),101.9,5265.5,No,51.67320902845927,549
15,Yes,Month-to-month,Mailed check,19.75,311.6,No,15.777215189873418,550
72,Yes,Two year,Bank transfer (automatic),110.3,7966.9,No,72.22937443336355,551
72,Yes,Two year,Bank transfer (automatic),115.6,8220.4,No,71.11072664359861,552
55,Yes,Two year,Bank transfer (automatic),19.35,1153.25,No,59.599483204134366,553
23,Yes,Two year,Credit card (automatic),25.6,514.75,No,20.107421875,554
32,Yes,Month-to-month,Bank transfer (automatic),80.35,2596.15,Yes,32.3105164903547,555
56,Yes,One year,Bank transfer (automatic),68.75,3808.0,No,55.38909090909091,556
1,Yes,Month-to-month,Bank transfer (automatic),19.9,19.9,No,1.0,557
38,Yes,One year,Mailed check,70.6,2708.2,No,38.359773371104815,558
11,Yes,Month-to-month,Electronic check,70.2,760.05,No,10.826923076923077,559
1,Yes,Month-to-month,Electronic check,49.3,49.3,No,1.0,560
56,Yes,One year,Electronic check,107.25,6033.3,No,56.25454545454546,561
3,Yes,Month-to-month,Mailed check,23.6,89.05,No,3.7733050847457625,562
7,Yes,Month-to-month,Credit card (automatic),69.7,516.15,No,7.4053084648493535,563
59,Yes,Two year,Credit card (automatic),99.5,5861.75,No,58.91206030150754,564
7,Yes,Month-to-month,Bank transfer (automatic),64.3,445.95,No,6.935458786936237,565
71,Yes,Two year,Credit card (automatic),70.85,4973.4,No,70.19618913196895,566
15,Yes,One year,Electronic check,101.9,1667.25,No,16.361629048086357,567
71,Yes,Two year,Credit card (automatic),73.5,5357.75,No,72.89455782312925,568
35,Yes,Month-to-month,Electronic check,100.25,3527.6,Yes,35.18802992518703,569
11,No,One year,Credit card (automatic),40.4,422.6,No,10.460396039603962,570
60,Yes,Two year,Credit card (automatic),19.25,1103.25,No,57.311688311688314,571
47,Yes,Two year,Bank transfer (automatic),59.6,2754.0,No,46.20805369127517,572
11,Yes,One year,Credit card (automatic),64.9,697.25,No,10.743451463790446,573
56,Yes,One year,Credit card (automatic),100.3,5614.45,Yes,55.9765702891326,574
28,Yes,Month-to-month,Electronic check,110.85,3204.4,No,28.907532701849348,575
61,Yes,Two year,Mailed check,81.05,4747.65,No,58.57680444170265,576
31,Yes,One year,Bank transfer (automatic),98.05,3082.1,No,31.433962264150942,577
9,Yes,Month-to-month,Electronic check,70.5,597.9,No,8.480851063829787,578
35,Yes,Month-to-month,Electronic check,94.55,3365.4,No,35.59386567953464,579
2,Yes,Month-to-month,Mailed check,19.65,38.8,No,1.974554707379135,580
12,Yes,Month-to-month,Mailed check,19.0,233.55,Yes,12.292105263157895,581
1,Yes,Month-to-month,Mailed check,75.3,75.3,Yes,1.0,582
4,Yes,Month-to-month,Electronic check,89.2,346.2,Yes,3.8811659192825108,583
1,Yes,Month-to-month,Mailed check,19.0,19.0,No,1.0,584
3,Yes,Month-to-month,Mailed check,20.0,61.7,No,3.085,585
1,Yes,Month-to-month,Electronic check,85.7,85.7,Yes,1.0,586
52,Yes,Two year,Credit card (automatic),63.25,3342.45,No,52.84505928853755,587
5,Yes,One year,Mailed check,20.1,85.1,No,4.233830845771144,588
72,Yes,Two year,Electronic check,99.15,7422.1,No,74.85728693898135,589
71,Yes,Two year,Electronic check,90.4,6668.05,No,73.76161504424779,590
72,Yes,Two year,Credit card (automatic),111.9,8071.05,No,72.12734584450402,591
46,Yes,One year,Electronic check,24.9,1174.8,No,47.18072289156627,592
63,Yes,Two year,Credit card (automatic),83.5,5435.0,No,65.08982035928143,593
30,Yes,Month-to-month,Credit card (automatic),84.3,2438.6,No,28.927639383155398,594
1,Yes,Month-to-month,Mailed check,45.6,45.6,No,1.0,595
12,Yes,Month-to-month,Mailed check,61.65,713.75,Yes,11.577453365774534,596
16,No,Two year,Mailed check,54.85,916.15,No,16.7028258887876,597
4,Yes,Month-to-month,Mailed check,65.55,237.2,No,3.6186117467581997,598
