tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio
72,0,Two year,Bank transfer (automatic),64.8,4732.35,0,0.01369298551459634
1,1,Month-to-month,Credit card (automatic),90.85,90.85,1,1.0
48,1,Two year,Bank transfer (automatic),108.1,5067.45,0,0.021332228241028525
11,1,Month-to-month,Mailed check,19.95,214.75,1,0.09289871944121071
55,1,Month-to-month,Electronic check,85.45,4874.7,1,0.017529283853365336
42,0,One year,Electronic check,54.75,2348.45,0,0.02331324916434244
44,1,Month-to-month,Mailed check,90.4,4063.0,0,0.022249569283780458
1,1,Month-to-month,Electronic check,44.0,44.0,0,1.0
27,1,Month-to-month,Bank transfer (automatic),95.6,2595.25,0,0.036836528272806084
27,1,Month-to-month,Bank transfer (automatic),84.8,2309.55,0,0.03671710939360481
2,1,Month-to-month,Electronic check,44.3,89.3,0,0.49608062709966405
19,1,Month-to-month,Mailed check,19.9,367.55,0,0.054142293565501286
42,1,Month-to-month,Electronic check,95.05,3944.5,0,0.02409684370642667
66,1,Two year,Credit card (automatic),90.05,5965.95,0,0.015093991736437617
33,1,Month-to-month,Bank transfer (automatic),109.9,3694.7,0,0.029745310850678
34,1,Month-to-month,Credit card (automatic),73.95,2524.45,1,0.029293509477311894
33,0,Month-to-month,Electronic check,54.6,1803.7,0,0.030271109386261572
23,1,One year,Mailed check,20.05,415.1,0,0.04830161406889906
32,1,One year,Bank transfer (automatic),19.75,624.15,0,0.03164303452695666
11,1,One year,Credit card (automatic),20.05,237.7,0,0.08435002103491797
69,1,Month-to-month,Credit card (automatic),99.45,7007.6,1,0.014191734688052971
68,1,One year,Bank transfer (automatic),55.9,3848.8,0,0.014524007482851797
20,1,Two year,Mailed check,19.7,419.4,0,0.046971864568431096
72,1,Two year,Credit card (automatic),19.8,1468.75,0,0.013480851063829787
60,1,One year,Bank transfer (automatic),95.4,5812.0,0,0.016414315209910532
32,1,Month-to-month,Mailed check,93.95,2861.45,0,0.03283300424609901
1,1,Month-to-month,Mailed check,19.9,19.9,1,1.0
1,1,Month-to-month,Mailed check,19.6,19.6,1,1.0
3,1,Month-to-month,Electronic check,81.35,233.7,1,0.3480958493795464
46,1,One year,Bank transfer (automatic),24.45,1066.15,0,0.022932983163719924
29,1,Month-to-month,Electronic check,74.95,2149.05,0,0.034875875386798816
51,1,Month-to-month,Electronic check,87.35,4473.0,0,0.019528280795886428
48,1,Month-to-month,Bank transfer (automatic),70.65,3545.05,0,0.01992919704940692
16,1,Month-to-month,Bank transfer (automatic),73.25,1195.75,0,0.06125862429437592
70,1,Two year,Bank transfer (automatic),98.7,6858.9,0,0.014390062546472468
40,1,Two year,Mailed check,24.8,1024.7,0,0.024202205523567874
22,1,Month-to-month,Electronic check,83.3,1845.9,1,0.04512703830109973
1,1,Month-to-month,Bank transfer (automatic),75.3,75.3,1,1.0
5,1,Month-to-month,Mailed check,24.3,132.25,0,0.1837429111531191
7,1,Month-to-month,Bank transfer (automatic),69.85,515.45,0,0.1355126588417887
29,1,One year,Credit card (automatic),100.55,2830.45,0,0.035524386581638964
44,1,One year,Mailed check,25.7,1110.5,0,0.02314272850067537
10,0,Month-to-month,Bank transfer (automatic),40.7,449.3,0,0.09058535499666148
55,1,Month-to-month,Bank transfer (automatic),51.65,2838.55,0,0.018195909883567313
52,1,One year,Bank transfer (automatic),105.1,5376.4,0,0.019548396696674356
10,1,Month-to-month,Electronic check,85.95,858.6,0,0.100104821802935
18,1,Month-to-month,Bank transfer (automatic),75.6,1395.05,0,0.054191606035625964
68,1,One year,Bank transfer (automatic),58.25,3975.7,0,0.014651507910556633
61,1,Month-to-month,Mailed check,19.4,1182.55,1,0.01640522599467253
72,0,Two year,Credit card (automatic),65.2,4784.45,0,0.0136274806926606
2,1,Month-to-month,Electronic check,53.45,119.5,0,0.4472803347280335
12,1,Month-to-month,Bank transfer (automatic),45.4,518.9,1,0.08749277317402197
41,1,Two year,Electronic check,19.75,899.45,0,0.02195786313858469
26,0,Month-to-month,Credit card (automatic),44.45,1183.8,0,0.03754857239398547
36,1,One year,Bank transfer (automatic),20.85,720.05,0,0.028956322477605725
72,1,Two year,Credit card (automatic),114.05,8468.2,0,0.013468033348291253
35,1,Month-to-month,Bank transfer (automatic),89.85,3161.2,0,0.028422750854106036
1,1,Month-to-month,Mailed check,55.05,55.05,0,1.0
16,1,Month-to-month,Electronic check,112.95,1882.55,0,0.05999840641682824
49,1,Month-to-month,Credit card (automatic),101.55,5070.4,0,0.020028005680025246
54,1,One year,Mailed check,114.65,6049.5,0,0.01895197950243822
18,1,Month-to-month,Electronic check,64.8,1166.7,0,0.05554127024942144
36,1,Month-to-month,Electronic check,80.4,2937.65,0,0.027368815209436115
60,1,Month-to-month,Electronic check,105.9,6396.45,1,0.0165560584386652
1,1,Month-to-month,Mailed check,69.55,69.55,1,1.0
52,1,Two year,Bank transfer (automatic),25.05,1270.25,0,0.01972052745522535
8,1,Month-to-month,Electronic check,94.75,759.55,0,0.12474491475215589
72,1,Two year,Bank transfer (automatic),105.5,7611.55,0,0.013860514612661022
64,1,One year,Mailed check,24.7,1642.75,0,0.015035763201947952
22,1,Month-to-month,Mailed check,69.75,1545.4,0,0.04513394590397308
60,0,Month-to-month,Bank transfer (automatic),60.2,3582.4,0,0.01680437695399732
28,1,Month-to-month,Electronic check,81.05,2227.1,1,0.03639261820304432
61,1,Two year,Mailed check,24.4,1417.9,0,0.01720854785245786
24,1,Month-to-month,Electronic check,104.15,2494.65,0,0.041749343595293927
28,1,One year,Bank transfer (automatic),92.9,2768.35,0,0.0335578954973179
30,1,Two year,Bank transfer (automatic),80.8,2369.3,0,0.034102899590596376
2,1,Month-to-month,Mailed check,20.0,38.0,0,0.5263157894736842
1,1,Month-to-month,Electronic check,75.1,75.1,0,1.0
6,1,Month-to-month,Mailed check,19.65,100.9,0,0.19474727452923685
24,1,Month-to-month,Bank transfer (automatic),69.45,1614.05,0,0.043028406802763236
4,1,Month-to-month,Electronic check,101.15,385.9,1,0.26211453744493396
7,1,Month-to-month,Electronic check,99.8,673.25,1,0.14823616784255478
72,1,Two year,Bank transfer (automatic),116.05,8404.9,0,0.013807421861057241
70,0,Two year,Mailed check,40.05,2799.75,0,0.014304848647200642
64,1,Two year,Electronic check,102.1,6538.45,0,0.015615321674097071
72,1,One year,Electronic check,89.7,6588.95,0,0.013613701727892913
44,1,Two year,Mailed check,19.9,868.1,0,0.022923626310332908
13,1,Month-to-month,Electronic check,55.95,734.35,1,0.07618982773881665
17,1,One year,Mailed check,20.65,330.6,0,0.06246218995765274
1,1,Month-to-month,Electronic check,55.0,55.0,1,1.0
9,1,Month-to-month,Mailed check,70.05,564.4,0,0.12411410347271438
24,1,Month-to-month,Mailed check,53.6,1315.35,0,0.04074961036986354
1,1,Month-to-month,Electronic check,74.7,74.7,1,1.0
24,1,Month-to-month,Electronic check,80.25,1861.5,1,0.04311039484286865
35,1,Month-to-month,Electronic check,76.05,2747.2,0,0.027682731508444962
7,1,Month-to-month,Electronic check,75.7,554.05,0,0.13663026802635142
5,1,Month-to-month,Electronic check,96.1,453.4,1,0.21195412439347155
15,1,Month-to-month,Bank transfer (automatic),69.0,994.8,1,0.06936067551266586
11,1,Two year,Mailed check,19.65,225.75,0,0.08704318936877076
48,0,Month-to-month,Bank transfer (automatic),45.3,2145.0,1,0.021118881118881116
20,1,Month-to-month,Electronic check,81.45,1671.6,0,0.04872577171572147
72,1,One year,Bank transfer (automatic),108.5,8003.8,0,0.013556060871086234
8,1,Month-to-month,Electronic check,83.55,680.05,1,0.12285861333725462
72,1,Two year,Credit card (automatic),84.5,6130.85,0,0.013782754430462334
15,1,Month-to-month,Electronic check,100.15,1415.0,0,0.07077738515901061
72,1,Two year,Bank transfer (automatic),88.6,6201.95,0,0.014285829456864373
1,1,Month-to-month,Electronic check,74.35,74.35,1,1.0
63,1,Two year,Bank transfer (automatic),104.8,6597.25,0,0.015885406798287163
2,1,Month-to-month,Electronic check,59.0,114.15,0,0.5168637757336837
2,1,Month-to-month,Electronic check,74.4,139.4,1,0.533715925394548
61,1,One year,Bank transfer (automatic),64.05,3902.6,0,0.01641213549941065
1,1,Month-to-month,Mailed check,20.4,20.4,0,1.0
22,0,One year,Bank transfer (automatic),43.75,903.6,1,0.048417441345728195
28,1,Month-to-month,Mailed check,60.9,1785.65,0,0.034105227788200375
70,1,Two year,Bank transfer (automatic),19.8,1397.65,0,0.014166636854720423
5,0,Month-to-month,Electronic check,28.45,131.05,1,0.21709271270507438
12,1,Month-to-month,Bank transfer (automatic),99.7,1238.45,1,0.0805038556259841
34,1,One year,Credit card (automatic),116.25,3899.05,0,0.029814954924917605
71,1,Two year,Credit card (automatic),80.7,5676.0,0,0.014217758985200847
70,1,One year,Bank transfer (automatic),65.2,4543.15,0,0.014351276096981171
52,1,Month-to-month,Bank transfer (automatic),84.05,4326.8,0,0.019425441434778586
69,1,Two year,Credit card (automatic),79.45,5502.55,0,0.014438760211174819
20,1,Month-to-month,Electronic check,94.1,1782.4,1,0.0527939856373429
11,1,Month-to-month,Mailed check,78.0,851.8,0,0.0915707912655553
2,1,Month-to-month,Electronic check,94.2,167.5,1,0.5623880597014925
6,1,Month-to-month,Electronic check,80.5,502.85,1,0.16008750124291538
1,1,Month-to-month,Mailed check,19.85,19.85,0,1.0
20,1,One year,Credit card (automatic),94.3,1818.3,0,0.05186162899411538
61,1,Month-to-month,Electronic check,106.45,6300.15,0,0.01689642310103728
5,1,Month-to-month,Electronic check,74.35,334.8,1,0.22207287933094383
56,1,Month-to-month,Bank transfer (automatic),105.45,5916.95,0,0.017821681778619054
30,1,Month-to-month,Credit card (automatic),95.0,2852.4,0,0.033305286776048236
40,1,Month-to-month,Bank transfer (automatic),104.8,4131.95,1,0.02536332724258522
28,1,One year,Mailed check,54.3,1546.3,0,0.03511608355429089
5,1,Month-to-month,Electronic check,70.05,302.6,0,0.23149372108393917
27,1,Month-to-month,Bank transfer (automatic),75.2,1929.35,1,0.038976857490864804
12,1,Month-to-month,Credit card (automatic),20.05,265.45,0,0.07553211527594651
67,1,One year,Electronic check,105.4,6989.45,0,0.015079870376066788
29,1,Month-to-month,Electronic check,51.6,1442.0,0,0.03578363384188627
55,1,Month-to-month,Bank transfer (automatic),85.5,4713.4,0,0.018139771714685792
23,1,Month-to-month,Bank transfer (automatic),75.6,1758.6,1,0.042988741044012284
34,1,Month-to-month,Electronic check,100.05,3480.0,1,0.028749999999999998
52,1,One year,Electronic check,91.25,4738.3,0,0.01925796171622734
72,1,Two year,Credit card (automatic),115.75,8399.15,0,0.013781156426543163
58,1,One year,Credit card (automatic),94.7,5430.35,0,0.017439023267376872
35,1,Two year,Mailed check,19.6,686.95,0,0.028531916442244704
56,1,Two year,Bank transfer (automatic),99.9,5706.3,0,0.017506965984963988
24,1,Two year,Credit card (automatic),21.1,490.65,0,0.043004178131050654
70,1,Two year,Credit card (automatic),20.05,1360.25,0,0.01473993751148686
2,1,Month-to-month,Electronic check,79.95,174.45,0,0.45829750644883926
68,1,One year,Credit card (automatic),107.15,7379.8,0,0.014519363668392097
1,1,Month-to-month,Electronic check,85.0,85.0,1,1.0
12,1,Month-to-month,Electronic check,89.55,1021.75,0,0.08764374847076095
63,1,Month-to-month,Bank transfer (automatic),81.55,5029.05,0,0.016215786281703302
33,1,One year,Mailed check,58.45,1955.4,0,0.029891582284954483
69,1,One year,Credit card (automatic),95.65,6744.2,0,0.014182556863675456
60,1,Two year,Bank transfer (automatic),80.6,4946.7,0,0.016293690743323833
72,1,Two year,Bank transfer (automatic),113.1,8248.5,0,0.01371158392434988
11,1,Month-to-month,Mailed check,58.95,601.6,0,0.09798869680851063
1,1,Month-to-month,Mailed check,19.55,19.55,0,1.0
10,1,Month-to-month,Bank transfer (automatic),86.05,834.1,1,0.10316508811893058
13,0,Month-to-month,Credit card (automatic),45.55,597.0,1,0.07629815745393634
34,1,One year,Bank transfer (automatic),78.95,2647.2,0,0.029823964944091872
39,1,Month-to-month,Mailed check,86.3,3266.0,1,0.02642375995101041
65,1,One year,Bank transfer (automatic),105.05,6744.25,0,0.0155762316047003
50,1,One year,Bank transfer (automatic),101.9,5265.5,0,0.019352388187256674
15,1,Month-to-month,Mailed check,19.75,311.6,0,0.06338254172015403
72,1,Two year,Bank transfer (automatic),110.3,7966.9,0,0.013844782788788612
72,1,Two year,Bank transfer (automatic),115.6,8220.4,0,0.014062576030363486
55,1,Two year,Bank transfer (automatic),19.35,1153.25,0,0.01677866897897247
23,1,Two year,Credit card (automatic),25.6,514.75,0,0.049732880038853816
32,1,Month-to-month,Bank transfer (automatic),80.35,2596.15,1,0.03094967548100071
56,1,One year,Bank transfer (automatic),68.75,3808.0,0,0.01805409663865546
1,1,Month-to-month,Bank transfer (automatic),19.9,19.9,0,1.0
38,1,One year,Mailed check,70.6,2708.2,0,0.026068975703419244
11,1,Month-to-month,Electronic check,70.2,760.05,0,0.09236234458259326
1,1,Month-to-month,Electronic check,49.3,49.3,0,1.0
56,1,One year,Electronic check,107.25,6033.3,0,0.01777634130575307
3,1,Month-to-month,Mailed check,23.6,89.05,0,0.26501965188096577
7,1,Month-to-month,Credit card (automatic),69.7,516.15,0,0.13503826407052213
59,1,Two year,Credit card (automatic),99.5,5861.75,0,0.016974453021708535
7,1,Month-to-month,Bank transfer (automatic),64.3,445.95,0,0.14418656800089696
71,1,Two year,Credit card (automatic),70.85,4973.4,0,0.014245787589978687
15,1,One year,Electronic check,101.9,1667.25,0,0.061118608487029547
71,1,Two year,Credit card (automatic),73.5,5357.75,0,0.013718445242872475
35,1,Month-to-month,Electronic check,100.25,3527.6,1,0.028418754960879918
11,0,One year,Credit card (automatic),40.4,422.6,0,0.09559867486985328
60,1,Two year,Credit card (automatic),19.25,1103.25,0,0.017448447767958303
47,1,Two year,Bank transfer (automatic),59.6,2754.0,0,0.021641249092229486
11,1,One year,Credit card (automatic),64.9,697.25,0,0.09307995697382575
56,1,One year,Credit card (automatic),100.3,5614.45,1,0.01786461719313557
28,1,Month-to-month,Electronic check,110.85,3204.4,0,0.0345930595431282
61,1,Two year,Mailed check,81.05,4747.65,0,0.01707160384611334
31,1,One year,Bank transfer (automatic),98.05,3082.1,0,0.03181272509003601
9,1,Month-to-month,Electronic check,70.5,597.9,0,0.11791269443050678
35,1,Month-to-month,Electronic check,94.55,3365.4,0,0.02809472870981161
2,1,Month-to-month,Mailed check,19.65,38.8,0,0.5064432989690721
12,1,Month-to-month,Mailed check,19.0,233.55,1,0.08135302932990794
1,1,Month-to-month,Mailed check,75.3,75.3,1,1.0
4,1,Month-to-month,Electronic check,89.2,346.2,1,0.25765453495089546
1,1,Month-to-month,Mailed check,19.0,19.0,0,1.0
3,1,Month-to-month,Mailed check,20.0,61.7,0,0.3241491085899514
1,1,Month-to-month,Electronic check,85.7,85.7,1,1.0
52,1,Two year,Credit card (automatic),63.25,3342.45,0,0.01892324492512977
5,1,One year,Mailed check,20.1,85.1,0,0.23619271445358406
72,1,Two year,Electronic check,99.15,7422.1,0,0.013358752913595883
71,1,Two year,Electronic check,90.4,6668.05,0,0.013557186883721628
72,1,Two year,Credit card (automatic),111.9,8071.05,0,0.013864367089783858
46,1,One year,Electronic check,24.9,1174.8,0,0.021195097037793667
63,1,Two year,Credit card (automatic),83.5,5435.0,0,0.015363385464581417
30,1,Month-to-month,Credit card (automatic),84.3,2438.6,0,0.0345690150086115
1,1,Month-to-month,Mailed check,45.6,45.6,0,1.0
12,1,Month-to-month,Mailed check,61.65,713.75,1,0.08637478108581435
16,0,Two year,Mailed check,54.85,916.15,0,0.05987010860666921
4,1,Month-to-month,Mailed check,65.55,237.2,0,0.27634907251264756
51,1,One year,Credit card (automatic),90.35,4614.55,0,0.0195793739367869
65,1,Two year,Credit card (automatic),20.4,1414.45,0,0.014422567075541728
16,1,Month-to-month,Credit card (automatic),74.55,1170.5,0,0.06369073045706962
2,1,One year,Mailed check,19.95,47.7,0,0.4182389937106918
66,1,One year,Bank transfer (automatic),74.25,4859.25,0,0.015280135823429542
46,1,Two year,Electronic check,108.65,4903.2,0,0.022158998205253713
32,1,One year,Bank transfer (automatic),109.55,3608.0,0,0.030363082039911306
72,1,Two year,Credit card (automatic),86.65,6094.25,0,0.014218320548057595
38,1,Two year,Credit card (automatic),81.0,3084.9,0,0.02625692891179617
51,1,One year,Credit card (automatic),47.85,2356.75,0,0.02030338389731622
72,1,Two year,Bank transfer (automatic),114.55,8306.05,0,0.013791152232408907
65,1,Month-to-month,Bank transfer (automatic),105.25,6786.4,1,0.01550895909465991
9,0,Month-to-month,Electronic check,29.95,248.95,1,0.12030528218517775
9,1,Month-to-month,Mailed check,65.0,663.05,1,0.09803182263781013
66,1,Two year,Mailed check,20.55,1357.1,0,0.015142583450003686
44,1,One year,Credit card (automatic),109.8,4860.35,0,0.022590965671196516
50,1,Two year,Bank transfer (automatic),69.5,3418.2,0,0.0203323386577731
15,1,Month-to-month,Mailed check,48.85,631.4,0,0.07736775419702249
8,0,Month-to-month,Credit card (automatic),25.25,186.3,0,0.13553408480944712
66,1,One year,Credit card (automatic),102.85,6976.75,0,0.014741821048482458
57,1,Month-to-month,Bank transfer (automatic),87.55,4884.85,0,0.017922761190210548
7,1,Month-to-month,Bank transfer (automatic),78.55,522.95,0,0.15020556458552442
10,0,Month-to-month,Bank transfer (automatic),34.55,362.6,0,0.09528405956977384
62,1,One year,Electronic check,92.05,5755.8,0,0.015992564022377427
40,1,One year,Electronic check,85.05,3355.65,0,0.025345313128603993
20,1,Two year,Mailed check,19.7,406.95,0,0.048408895441700454
7,1,Month-to-month,Bank transfer (automatic),20.0,137.6,1,0.14534883720930233
25,1,Month-to-month,Electronic check,95.15,2395.7,0,0.03971699294569438
23,1,Month-to-month,Electronic check,84.25,1968.1,0,0.042807784157309084
66,1,One year,Credit card (automatic),104.6,6819.45,0,0.0153384803759834
72,1,Two year,Electronic check,111.65,7943.45,0,0.014055605561815081
49,1,Month-to-month,Credit card (automatic),90.05,4547.25,1,0.019803177744790807
43,1,Month-to-month,Bank transfer (automatic),110.75,4687.9,1,0.023624650696473903
46,1,Month-to-month,Bank transfer (automatic),55.0,2473.95,0,0.02223165383293923
72,1,Two year,Credit card (automatic),89.85,6562.9,0,0.0136905940971217
10,1,One year,Mailed check,20.35,176.3,0,0.11542824730572887
40,0,One year,Bank transfer (automatic),54.55,2236.2,0,0.02439406135408282
65,1,Month-to-month,Electronic check,105.5,6985.65,1,0.015102388467787537
31,1,Two year,Bank transfer (automatic),99.45,3109.9,0,0.03197852020965304
68,1,Two year,Credit card (automatic),70.9,4911.35,0,0.014435949382552658
56,1,One year,Bank transfer (automatic),104.55,5794.65,1,0.01804250472418524
10,1,Month-to-month,Electronic check,85.25,855.3,1,0.09967262948672981
