tenure,PhoneService,Contract,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_tenure_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
72,1,3,114.05,8468.2,0,1.5840277777777778,0,1,1,0
35,1,0,89.85,3161.2,0,2.567142857142857,1,0,1,0
1,1,0,55.05,55.05,0,55.05,0,0,1,1
16,1,0,112.95,1882.55,0,7.059375,0,0,0,0
49,1,0,101.55,5070.4,0,2.0724489795918366,0,1,1,0
54,1,1,114.65,6049.5,0,2.1231481481481485,0,0,1,1
18,1,0,64.8,1166.7,0,3.6,0,0,0,0
36,1,0,80.4,2937.65,0,2.2333333333333334,0,0,0,0
60,1,0,105.9,6396.45,1,1.765,0,0,0,0
1,1,0,69.55,69.55,1,69.55,0,0,1,1
52,1,3,25.05,1270.25,0,0.4817307692307692,1,0,1,0
8,1,0,94.75,759.55,0,11.84375,0,0,0,0
72,1,3,105.5,7611.55,0,1.4652777777777777,1,0,1,0
64,1,1,24.7,1642.75,0,0.3859375,0,0,1,1
22,1,0,69.75,1545.4,0,3.1704545454545454,0,0,1,1
60,0,0,60.2,3582.4,0,1.0033333333333334,1,0,1,0
28,1,0,81.05,2227.1,1,2.894642857142857,0,0,0,0
61,1,3,24.4,1417.9,0,0.3999999999999999,0,0,1,1
24,1,0,104.15,2494.65,0,4.339583333333334,0,0,0,0
28,1,1,92.9,2768.35,0,3.317857142857143,1,0,1,0
30,1,3,80.8,2369.3,0,2.6933333333333334,1,0,1,0
2,1,0,20.0,38.0,0,10.0,0,0,1,1
1,1,0,75.1,75.1,0,75.1,0,0,0,0
6,1,0,19.65,100.9,0,3.275,0,0,1,1
24,1,0,69.45,1614.05,0,2.8937500000000003,1,0,1,0
4,1,0,101.15,385.9,1,25.2875,0,0,0,0
7,1,0,99.8,673.25,1,14.257142857142856,0,0,0,0
72,1,3,116.05,8404.9,0,1.6118055555555555,1,0,1,0
70,0,3,40.05,2799.75,0,0.5721428571428571,0,0,1,1
64,1,3,102.1,6538.45,0,1.5953125,0,0,0,0
72,1,1,89.7,6588.95,0,1.2458333333333331,0,0,0,0
44,1,3,19.9,868.1,0,0.4522727272727272,0,0,1,1
13,1,0,55.95,734.35,1,4.303846153846154,0,0,0,0
17,1,1,20.65,330.6,0,1.214705882352941,0,0,1,1
1,1,0,55.0,55.0,1,55.0,0,0,0,0
9,1,0,70.05,564.4,0,7.783333333333333,0,0,1,1
24,1,0,53.6,1315.35,0,2.2333333333333334,0,0,1,1
1,1,0,74.7,74.7,1,74.7,0,0,0,0
24,1,0,80.25,1861.5,1,3.34375,0,0,0,0
35,1,0,76.05,2747.2,0,2.1728571428571426,0,0,0,0
7,1,0,75.7,554.05,0,10.814285714285717,0,0,0,0
5,1,0,96.1,453.4,1,19.22,0,0,0,0
15,1,0,69.0,994.8,1,4.6,1,0,1,0
11,1,3,19.65,225.75,0,1.7863636363636362,0,0,1,1
48,0,0,45.3,2145.0,1,0.94375,1,0,1,0
20,1,0,81.45,1671.6,0,4.0725,0,0,0,0
72,1,1,108.5,8003.8,0,1.5069444444444444,1,0,1,0
8,1,0,83.55,680.05,1,10.44375,0,0,0,0
72,1,3,84.5,6130.85,0,1.1736111111111112,0,1,1,0
15,1,0,100.15,1415.0,0,6.676666666666667,0,0,0,0
72,1,3,88.6,6201.95,0,1.2305555555555554,1,0,1,0
0,0,3,52.55,3138.15,0,inf,1,0,1,0
1,1,0,74.35,74.35,1,74.35,0,0,0,0
63,1,3,104.8,6597.25,0,1.6634920634920634,1,0,1,0
2,1,0,59.0,114.15,0,29.5,0,0,0,0
2,1,0,74.4,139.4,1,37.2,0,0,0,0
61,1,1,64.05,3902.6,0,1.05,1,0,1,0
1,1,0,20.4,20.4,0,20.4,0,0,1,1
22,0,1,43.75,903.6,1,1.9886363636363635,1,0,1,0
28,1,0,60.9,1785.65,0,2.175,0,0,1,1
70,1,3,19.8,1397.65,0,0.2828571428571428,1,0,1,0
5,0,0,28.45,131.05,1,5.69,0,0,0,0
12,1,0,99.7,1238.45,1,8.308333333333334,1,0,1,0
34,1,1,116.25,3899.05,0,3.419117647058824,0,1,1,0
71,1,3,80.7,5676.0,0,1.1366197183098592,0,1,1,0
70,1,1,65.2,4543.15,0,0.9314285714285716,1,0,1,0
52,1,0,84.05,4326.8,0,1.616346153846154,1,0,1,0
69,1,3,79.45,5502.55,0,1.151449275362319,0,1,1,0
20,1,0,94.1,1782.4,1,4.705,0,0,0,0
11,1,0,78.0,851.8,0,7.090909090909091,0,0,1,1
2,1,0,94.2,167.5,1,47.1,0,0,0,0
6,1,0,80.5,502.85,1,13.416666666666666,0,0,0,0
1,1,0,19.85,19.85,0,19.85,0,0,1,1
20,1,1,94.3,1818.3,0,4.715,0,1,1,0
61,1,0,106.45,6300.15,0,1.7450819672131148,0,0,0,0
5,1,0,74.35,334.8,1,14.87,0,0,0,0
56,1,0,105.45,5916.95,0,1.8830357142857144,1,0,1,0
30,1,0,95.0,2852.4,0,3.1666666666666665,0,1,1,0
40,1,0,104.8,4131.95,1,2.62,1,0,1,0
28,1,1,54.3,1546.3,0,1.9392857142857145,0,0,1,1
5,1,0,70.05,302.6,0,14.01,0,0,0,0
27,1,0,75.2,1929.35,1,2.785185185185185,1,0,1,0
12,1,0,20.05,265.45,0,1.6708333333333334,0,1,1,0
67,1,1,105.4,6989.45,0,1.573134328358209,0,0,0,0
29,1,0,51.6,1442.0,0,1.7793103448275862,0,0,0,0
55,1,0,85.5,4713.4,0,1.5545454545454545,1,0,1,0
23,1,0,75.6,1758.6,1,3.28695652173913,1,0,1,0
34,1,0,100.05,3480.0,1,2.942647058823529,0,0,0,0
52,1,1,91.25,4738.3,0,1.7548076923076923,0,0,0,0
72,1,3,115.75,8399.15,0,1.6076388888888888,0,1,1,0
58,1,1,94.7,5430.35,0,1.6327586206896552,0,1,1,0
35,1,3,19.6,686.95,0,0.56,0,0,1,1
56,1,3,99.9,5706.3,0,1.7839285714285715,1,0,1,0
24,1,3,21.1,490.65,0,0.8791666666666668,0,1,1,0
70,1,3,20.05,1360.25,0,0.2864285714285714,0,1,1,0
2,1,0,79.95,174.45,0,39.975,0,0,0,0
68,1,1,107.15,7379.8,0,1.5757352941176472,0,1,1,0
1,1,0,85.0,85.0,1,85.0,0,0,0,0
12,1,0,89.55,1021.75,0,7.462499999999999,0,0,0,0
63,1,0,81.55,5029.05,0,1.2944444444444445,1,0,1,0
33,1,1,58.45,1955.4,0,1.7712121212121212,0,0,1,1
69,1,1,95.65,6744.2,0,1.386231884057971,0,1,1,0
60,1,3,80.6,4946.7,0,1.3433333333333333,1,0,1,0
72,1,3,113.1,8248.5,0,1.5708333333333333,1,0,1,0
11,1,0,58.95,601.6,0,5.359090909090909,0,0,1,1
1,1,0,19.55,19.55,0,19.55,0,0,1,1
10,1,0,86.05,834.1,1,8.605,1,0,1,0
13,0,0,45.55,597.0,1,3.503846153846154,0,1,1,0
34,1,1,78.95,2647.2,0,2.322058823529412,1,0,1,0
39,1,0,86.3,3266.0,1,2.212820512820513,0,0,1,1
65,1,1,105.05,6744.25,0,1.616153846153846,1,0,1,0
50,1,1,101.9,5265.5,0,2.0380000000000003,1,0,1,0
15,1,0,19.75,311.6,0,1.3166666666666669,0,0,1,1
72,1,3,110.3,7966.9,0,1.5319444444444443,1,0,1,0
72,1,3,115.6,8220.4,0,1.6055555555555554,1,0,1,0
55,1,3,19.35,1153.25,0,0.3518181818181818,1,0,1,0
23,1,3,25.6,514.75,0,1.1130434782608696,0,1,1,0
32,1,0,80.35,2596.15,1,2.5109375,1,0,1,0
56,1,1,68.75,3808.0,0,1.2276785714285714,1,0,1,0
1,1,0,19.9,19.9,0,19.9,1,0,1,0
38,1,1,70.6,2708.2,0,1.857894736842105,0,0,1,1
11,1,0,70.2,760.05,0,6.381818181818182,0,0,0,0
1,1,0,49.3,49.3,0,49.3,0,0,0,0
56,1,1,107.25,6033.3,0,1.9151785714285716,0,0,0,0
3,1,0,23.6,89.05,0,7.866666666666667,0,0,1,1
7,1,0,69.7,516.15,0,9.957142857142856,0,1,1,0
59,1,3,99.5,5861.75,0,1.6864406779661016,0,1,1,0
7,1,0,64.3,445.95,0,9.185714285714283,1,0,1,0
71,1,3,70.85,4973.4,0,0.997887323943662,0,1,1,0
15,1,1,101.9,1667.25,0,6.793333333333334,0,0,0,0
71,1,3,73.5,5357.75,0,1.0352112676056338,0,1,1,0
35,1,0,100.25,3527.6,1,2.8642857142857143,0,0,0,0
11,0,1,40.4,422.6,0,3.672727272727272,0,1,1,0
60,1,3,19.25,1103.25,0,0.3208333333333333,0,1,1,0
47,1,3,59.6,2754.0,0,1.2680851063829788,1,0,1,0
11,1,1,64.9,697.25,0,5.9,0,1,1,0
56,1,1,100.3,5614.45,1,1.7910714285714284,0,1,1,0
28,1,0,110.85,3204.4,0,3.9589285714285714,0,0,0,0
61,1,3,81.05,4747.65,0,1.3286885245901638,0,0,1,1
31,1,1,98.05,3082.1,0,3.162903225806452,1,0,1,0
9,1,0,70.5,597.9,0,7.833333333333333,0,0,0,0
35,1,0,94.55,3365.4,0,2.7014285714285715,0,0,0,0
2,1,0,19.65,38.8,0,9.825,0,0,1,1
12,1,0,19.0,233.55,1,1.5833333333333333,0,0,1,1
1,1,0,75.3,75.3,1,75.3,0,0,1,1
4,1,0,89.2,346.2,1,22.3,0,0,0,0
1,1,0,19.0,19.0,0,19.0,0,0,1,1
3,1,0,20.0,61.7,0,6.666666666666667,0,0,1,1
1,1,0,85.7,85.7,1,85.7,0,0,0,0
52,1,3,63.25,3342.45,0,1.2163461538461535,0,1,1,0
5,1,1,20.1,85.1,0,4.0200000000000005,0,0,1,1
72,1,3,99.15,7422.1,0,1.3770833333333334,0,0,0,0
71,1,3,90.4,6668.05,0,1.2732394366197184,0,0,0,0
72,1,3,111.9,8071.05,0,1.5541666666666667,0,1,1,0
46,1,1,24.9,1174.8,0,0.5413043478260869,0,0,0,0
63,1,3,83.5,5435.0,0,1.3253968253968254,0,1,1,0
30,1,0,84.3,2438.6,0,2.81,0,1,1,0
1,1,0,45.6,45.6,0,45.6,0,0,1,1
12,1,0,61.65,713.75,1,5.1375,0,0,1,1
16,0,3,54.85,916.15,0,3.428125,0,0,1,1
4,1,0,65.55,237.2,0,16.3875,0,0,1,1
51,1,1,90.35,4614.55,0,1.7715686274509803,0,1,1,0
65,1,3,20.4,1414.45,0,0.3138461538461538,0,1,1,0
16,1,0,74.55,1170.5,0,4.659375,0,1,1,0
2,1,1,19.95,47.7,0,9.975,0,0,1,1
66,1,1,74.25,4859.25,0,1.125,1,0,1,0
46,1,3,108.65,4903.2,0,2.3619565217391307,0,0,0,0
32,1,1,109.55,3608.0,0,3.4234375,1,0,1,0
72,1,3,86.65,6094.25,0,1.2034722222222225,0,1,1,0
38,1,3,81.0,3084.9,0,2.131578947368421,0,1,1,0
51,1,1,47.85,2356.75,0,0.9382352941176472,0,1,1,0
72,1,3,114.55,8306.05,0,1.5909722222222222,1,0,1,0
65,1,0,105.25,6786.4,1,1.6192307692307693,1,0,1,0
9,0,0,29.95,248.95,1,3.327777777777777,0,0,0,0
9,1,0,65.0,663.05,1,7.222222222222222,0,0,1,1
66,1,3,20.55,1357.1,0,0.3113636363636364,0,0,1,1
44,1,1,109.8,4860.35,0,2.4954545454545456,0,1,1,0
50,1,3,69.5,3418.2,0,1.39,1,0,1,0
15,1,0,48.85,631.4,0,3.256666666666667,0,0,1,1
8,0,0,25.25,186.3,0,3.15625,0,1,1,0
66,1,1,102.85,6976.75,0,1.5583333333333331,0,1,1,0
57,1,0,87.55,4884.85,0,1.5359649122807018,1,0,1,0
7,1,0,78.55,522.95,0,11.221428571428572,1,0,1,0
10,0,0,34.55,362.6,0,3.455,1,0,1,0
62,1,1,92.05,5755.8,0,1.4846774193548389,0,0,0,0
40,1,1,85.05,3355.65,0,2.12625,0,0,0,0
20,1,3,19.7,406.95,0,0.985,0,0,1,1
7,1,0,20.0,137.6,1,2.857142857142857,1,0,1,0
25,1,0,95.15,2395.7,0,3.806,0,0,0,0
23,1,0,84.25,1968.1,0,3.6630434782608696,0,0,0,0
66,1,1,104.6,6819.45,0,1.5848484848484847,0,1,1,0
72,1,3,111.65,7943.45,0,1.5506944444444446,0,0,0,0
49,1,0,90.05,4547.25,1,1.8377551020408165,0,1,1,0
43,1,0,110.75,4687.9,1,2.5755813953488373,1,0,1,0
46,1,0,55.0,2473.95,0,1.1956521739130437,1,0,1,0
72,1,3,89.85,6562.9,0,1.2479166666666666,0,1,1,0
10,1,1,20.35,176.3,0,2.035,0,0,1,1
40,0,1,54.55,2236.2,0,1.36375,1,0,1,0
65,1,0,105.5,6985.65,1,1.623076923076923,0,0,0,0
31,1,3,99.45,3109.9,0,3.208064516129032,1,0,1,0
68,1,3,70.9,4911.35,0,1.0426470588235297,0,1,1,0
56,1,1,104.55,5794.65,1,1.8669642857142856,1,0,1,0
10,1,0,85.25,855.3,1,8.525,0,0,0,0
68,1,3,25.4,1620.2,0,0.3735294117647059,1,0,1,0
43,1,0,56.15,2499.3,1,1.305813953488372,0,0,0,0
1,1,0,89.55,89.55,1,89.55,0,0,0,0
49,1,1,89.85,4287.2,0,1.833673469387755,1,0,1,0
15,1,0,25.25,394.85,0,1.6833333333333331,0,0,0,0
20,1,0,94.55,1899.65,1,4.7275,0,0,0,0
1,1,0,45.7,45.7,1,45.7,0,0,1,1
50,1,1,69.65,3442.15,0,1.393,0,0,0,0
2,1,0,89.5,161.5,1,44.75,0,0,0,0
24,1,0,70.0,1732.6,0,2.9166666666666665,0,1,1,0
3,1,0,69.55,222.3,1,23.183333333333334,1,0,1,0
1,1,0,74.6,74.6,1,74.6,0,0,1,1
35,1,3,20.1,655.3,0,0.5742857142857143,0,0,1,1
17,1,0,24.8,475.25,0,1.4588235294117649,0,0,1,1
8,1,0,19.65,164.3,1,2.45625,0,0,0,0
10,1,0,95.1,865.1,0,9.51,0,1,1,0
68,1,3,88.85,6132.7,0,1.3066176470588236,0,1,1,0
45,1,1,78.8,3597.5,0,1.751111111111111,1,0,1,0
2,1,1,19.85,35.9,1,9.925,0,0,1,1
37,1,0,20.35,697.65,0,0.55,1,0,1,0
4,0,0,24.25,96.05,1,6.0625,0,0,1,1
10,1,0,45.25,428.7,0,4.525,0,0,1,1
1,1,0,20.05,20.05,0,20.05,0,0,1,1
65,1,3,69.55,4459.15,0,1.07,0,0,1,1
57,1,3,19.5,1167.6,0,0.3421052631578947,1,0,1,0
3,1,0,74.75,238.1,0,24.916666666666668,0,0,1,1
2,1,0,69.65,145.15,1,34.825,0,0,0,0
49,0,0,30.2,1453.1,0,0.6163265306122448,1,0,1,0
4,1,0,45.65,191.05,1,11.4125,0,0,1,1
70,0,3,57.8,4039.3,0,0.8257142857142856,1,0,1,0
53,1,1,19.85,1039.45,0,0.3745283018867925,1,0,1,0
53,1,3,25.55,1336.1,0,0.4820754716981132,0,1,1,0
1,1,0,75.05,75.05,1,75.05,0,0,1,1
22,1,0,24.85,493.4,0,1.1295454545454546,0,1,1,0
52,0,0,49.15,2550.9,1,0.9451923076923076,0,0,0,0
65,1,3,110.35,7246.15,0,1.6976923076923076,0,0,0,0
48,1,1,24.55,1203.95,0,0.5114583333333333,1,0,1,0
2,0,0,34.7,62.25,1,17.35,0,0,0,0
3,1,0,107.95,313.6,0,35.983333333333334,0,0,1,1
45,1,0,81.4,3775.85,0,1.808888888888889,1,0,1,0
1,1,0,80.0,80.0,1,80.0,0,0,0,0
61,1,3,73.8,4616.05,0,1.2098360655737703,1,0,1,0
3,1,0,64.4,195.65,0,21.46666666666667,0,1,1,0
40,1,1,103.75,4188.4,0,2.59375,0,1,1,0
1,1,0,71.1,71.1,0,71.1,0,0,1,1
1,1,0,49.9,49.9,0,49.9,0,0,0,0
51,1,1,24.6,1266.4,0,0.4823529411764706,1,0,1,0
2,1,0,49.25,91.1,1,24.625,0,0,0,0
52,0,1,30.1,1623.4,0,0.5788461538461539,0,0,1,1
51,1,0,83.4,4149.45,0,1.635294117647059,1,0,1,0
1,1,0,20.45,20.45,0,20.45,0,0,1,1
31,1,1,75.25,2344.5,0,2.427419354838709,1,0,1,0
47,1,1,20.55,1013.05,0,0.4372340425531915,0,1,1,0
3,1,0,75.1,270.7,1,25.03333333333333,0,1,1,0
22,1,1,20.05,417.0,0,0.9113636363636364,0,0,1,1
1,1,0,20.65,20.65,0,20.65,0,0,1,1
72,1,3,85.15,6316.2,0,1.182638888888889,1,0,1,0
3,1,0,50.15,168.15,1,16.716666666666665,0,0,0,0
47,1,1,84.95,4018.05,0,1.8074468085106383,1,0,1,0
72,1,3,66.5,4811.6,0,0.9236111111111112,0,1,1,0
66,1,3,63.3,4189.7,0,0.959090909090909,1,0,1,0
35,1,0,83.15,2848.45,0,2.375714285714286,0,0,0,0
29,1,0,84.9,2516.2,0,2.927586206896552,0,0,0,0
2,1,0,20.55,33.6,0,10.275,0,0,1,1
4,1,0,49.25,208.45,0,12.3125,0,0,1,1
25,1,0,79.85,2015.35,1,3.194,1,0,1,0
65,1,3,59.6,3739.8,0,0.916923076923077,0,0,1,1
27,1,1,104.65,2964.0,0,3.875925925925926,1,0,1,0
29,1,0,75.3,2263.4,0,2.596551724137931,0,1,1,0
29,1,0,80.1,2211.8,0,2.762068965517241,0,1,1,0
1,1,0,19.55,19.55,1,19.55,0,0,1,1
20,1,0,81.0,1683.7,0,4.05,0,0,1,1
58,1,3,24.7,1519.0,0,0.4258620689655172,0,1,1,0
14,1,0,86.0,1164.05,0,6.142857142857143,0,0,1,1
72,1,3,25.4,1710.9,0,0.3527777777777777,0,0,1,1
46,1,0,89.15,4245.55,0,1.9380434782608695,0,1,1,0
71,0,3,58.25,4145.9,0,0.8204225352112676,1,0,1,0
32,1,0,85.65,2664.3,0,2.6765625,1,0,1,0
26,0,0,50.35,1277.5,0,1.936538461538461,0,1,1,0
68,1,0,80.35,5589.3,0,1.1816176470588236,0,1,1,0
2,1,1,20.2,34.75,0,10.1,0,0,1,1
61,1,3,20.55,1305.95,0,0.3368852459016394,0,1,1,0
4,1,0,85.95,381.3,1,21.4875,0,0,0,0
3,1,0,45.35,141.5,1,15.116666666666667,0,0,0,0
33,1,0,94.5,3105.55,1,2.863636363636364,0,0,0,0
9,1,0,21.25,204.55,0,2.361111111111111,0,0,1,1
22,1,3,26.25,605.9,0,1.193181818181818,0,0,1,1
5,1,0,80.85,356.1,0,16.169999999999998,0,0,0,0
30,1,0,91.7,2758.15,1,3.056666666666666,0,1,1,0
65,1,3,74.2,4805.65,0,1.1415384615384616,0,1,1,0
45,1,0,87.25,3941.7,1,1.9388888888888889,0,0,0,0
5,1,0,20.35,92.75,0,4.07,0,0,1,1
25,1,0,75.5,1901.05,0,3.02,0,0,0,0
72,1,3,79.05,5730.7,0,1.0979166666666669,1,0,1,0
27,1,0,90.15,2423.4,0,3.338888888888889,1,0,1,0
32,0,0,50.6,1653.45,0,1.58125,0,1,1,0
30,1,1,110.45,3327.05,0,3.681666666666666,0,1,1,0
70,1,3,101.0,7085.5,0,1.4428571428571428,0,1,1,0
42,1,0,79.35,3344.1,0,1.8892857142857145,1,0,1,0
72,1,3,89.85,6697.35,0,1.2479166666666666,1,0,1,0
47,1,3,65.0,2879.9,0,1.3829787234042554,0,0,1,1
2,1,0,80.45,137.1,0,40.225,0,0,0,0
10,1,0,98.55,1008.55,1,9.855,0,0,0,0
61,1,3,24.1,1551.6,0,0.3950819672131148,0,0,1,1
5,1,0,44.05,202.15,0,8.809999999999999,0,1,1,0
72,1,3,110.8,7882.25,0,1.5388888888888888,0,1,1,0
72,1,3,114.95,8196.4,0,1.5965277777777778,1,0,1,0
3,1,0,75.05,202.9,0,25.016666666666666,0,0,1,1
48,1,3,19.25,855.1,0,0.4010416666666667,0,0,1,1
63,1,1,90.05,5817.0,0,1.4293650793650794,0,1,1,0
27,1,0,56.7,1652.95,0,2.1,0,0,1,1
70,1,3,80.15,5600.15,0,1.145,0,1,1,0
7,1,0,71.35,515.75,0,10.19285714285714,0,1,1,0
0,1,3,20.25,353.125,0,inf,0,0,1,1
2,1,0,90.35,190.5,0,45.175,0,0,0,0
20,1,0,98.55,1842.8,1,4.9275,0,0,0,0
66,1,3,19.7,1253.8,0,0.2984848484848484,1,0,1,0
3,1,0,19.85,57.2,0,6.616666666666667,0,0,1,1
15,1,0,85.9,1269.55,1,5.726666666666668,1,0,1,0
72,1,3,90.35,6563.4,0,1.254861111111111,1,0,1,0
1,1,0,20.8,20.8,0,20.8,0,0,1,1
22,1,0,89.25,1907.85,1,4.056818181818182,0,0,0,0
3,1,0,70.3,208.85,1,23.433333333333334,0,0,0,0
72,1,3,66.85,4758.8,0,0.928472222222222,1,0,1,0
65,1,3,19.9,1292.6,0,0.3061538461538461,0,0,1,1
11,0,0,35.8,363.15,0,3.2545454545454544,0,0,1,1
22,1,0,78.85,1600.25,0,3.584090909090909,0,0,1,1
14,1,1,20.4,275.7,0,1.457142857142857,1,0,1,0
41,1,0,74.25,3089.1,0,1.8109756097560976,0,0,0,0
17,1,1,64.8,1175.6,0,3.8117647058823527,0,0,1,1
11,1,0,20.45,237.3,0,1.859090909090909,0,1,1,0
15,1,0,93.35,1444.65,1,6.223333333333333,0,0,0,0
1,1,0,19.9,19.9,1,19.9,0,0,1,1
5,1,0,88.9,454.15,1,17.78,0,0,1,1
33,1,1,95.8,3036.75,1,2.903030303030303,0,0,0,0
72,1,3,110.65,8065.65,0,1.5368055555555555,0,1,1,0
3,0,0,40.3,92.5,0,13.433333333333332,0,0,1,1
2,1,0,82.0,184.65,1,41.0,0,0,0,0
59,1,1,107.0,6152.3,0,1.8135593220338984,0,1,1,0
2,1,0,45.35,89.5,1,22.675,0,0,0,0
71,1,3,73.35,5154.5,0,1.0330985915492956,0,1,1,0
5,1,0,44.8,220.45,0,8.959999999999999,0,0,1,1
27,1,0,54.75,1510.3,0,2.0277777777777777,0,1,1,0
1,1,0,52.2,52.2,1,52.2,0,0,0,0
63,0,1,40.6,2588.95,0,0.6444444444444445,1,0,1,0
46,1,1,110.0,4874.8,1,2.391304347826087,0,0,0,0
72,1,3,55.3,3983.6,0,0.7680555555555555,1,0,1,0
34,1,0,60.85,2003.6,0,1.7897058823529413,1,0,1,0
24,1,1,78.4,1832.4,0,3.266666666666667,0,0,0,0
72,1,3,69.65,4908.25,0,0.9673611111111112,1,0,1,0
60,0,3,59.85,3590.2,0,0.9975,0,1,1,0
68,1,1,76.9,5023.0,0,1.1308823529411764,0,1,1,0
8,1,3,19.85,146.6,0,2.48125,0,0,1,1
34,1,3,67.65,2339.3,0,1.9897058823529412,0,1,1,0
6,0,0,45.0,298.7,0,7.5,0,1,1,0
2,1,0,64.2,143.65,0,32.1,0,0,1,1
31,1,1,81.7,2548.65,0,2.635483870967742,0,1,1,0
20,1,0,25.55,507.4,0,1.2775,1,0,1,0
1,1,0,20.0,20.0,0,20.0,0,0,0,0
62,1,1,96.75,6125.4,1,1.560483870967742,0,0,0,0
70,1,3,75.65,5411.4,0,1.0807142857142855,0,1,1,0
10,1,0,98.5,1058.25,1,9.85,0,0,0,0
39,1,3,23.8,903.8,0,0.6102564102564103,0,0,1,1
46,1,3,64.2,3009.5,0,1.3956521739130436,0,1,1,0
6,1,0,85.35,489.45,1,14.225,0,0,0,0
72,1,3,76.8,5468.45,0,1.0666666666666669,1,0,1,0
18,1,0,55.2,1058.1,0,3.066666666666667,0,1,1,0
71,1,3,108.55,7616.0,0,1.5288732394366196,0,1,1,0
40,1,0,101.3,4113.1,1,2.5325,0,0,0,0
1,1,0,69.55,69.55,1,69.55,0,0,0,0
58,1,1,103.25,6017.65,1,1.7801724137931034,1,0,1,0
70,1,3,104.0,7250.15,1,1.4857142857142858,0,1,1,0
42,1,3,25.25,1108.2,0,0.6011904761904762,0,0,0,0
34,0,1,30.4,938.65,0,0.8941176470588235,1,0,1,0
5,1,0,20.05,94.15,0,4.01,1,0,1,0
25,1,0,84.6,2088.05,0,3.384,0,0,1,1
2,1,0,86.2,178.7,1,43.1,0,0,1,1
55,1,1,103.7,5656.75,0,1.8854545454545453,1,0,1,0
21,1,0,111.2,2317.1,1,5.295238095238095,0,0,0,0
70,1,3,88.0,5986.45,0,1.2571428571428571,0,1,1,0
61,1,0,106.35,6751.35,0,1.7434426229508195,0,0,0,0
43,1,3,79.15,3566.6,0,1.8406976744186048,0,1,1,0
47,1,1,103.1,4889.3,0,2.193617021276596,0,0,0,0
5,1,0,63.95,318.1,0,12.79,0,1,1,0
62,1,3,25.8,1563.95,0,0.4161290322580645,0,1,1,0
16,1,0,89.45,1430.25,1,5.590625,0,1,1,0
7,1,0,95.6,644.35,1,13.657142857142857,1,0,1,0
14,1,0,25.55,372.45,0,1.825,0,0,1,1
60,1,1,90.95,5453.4,1,1.5158333333333334,0,0,0,0
34,0,0,44.85,1442.6,0,1.3191176470588235,0,0,0,0
50,1,1,108.55,5610.7,1,2.171,0,0,0,0
38,1,3,25.05,963.95,0,0.6592105263157895,0,1,1,0
70,1,1,74.1,5222.3,0,1.0585714285714285,0,1,1,0
37,1,0,88.8,3340.55,0,2.4,0,0,0,0
4,1,0,78.85,292.8,1,19.7125,0,0,0,0
60,1,0,93.25,5774.55,0,1.5541666666666667,0,0,0,0
62,1,1,71.4,4487.3,0,1.1516129032258065,0,1,1,0
1,1,0,44.4,44.4,1,44.4,0,0,1,1
36,1,0,79.2,2854.95,0,2.2,0,1,1,0
44,1,3,20.4,905.55,0,0.4636363636363636,0,1,1,0
55,1,1,100.0,5509.3,1,1.818181818181818,0,0,0,0
72,1,3,105.0,7589.8,0,1.4583333333333333,0,1,1,0
12,1,1,19.8,229.6,1,1.65,1,0,1,0
13,0,0,30.85,394.1,0,2.373076923076923,1,0,1,0
1,1,0,89.9,89.9,1,89.9,0,0,0,0
15,1,1,20.55,295.95,0,1.37,0,0,1,1
65,1,3,84.85,5459.2,0,1.3053846153846154,1,0,1,0
12,0,1,33.15,444.75,0,2.7625,0,1,1,0
72,1,3,92.0,6782.15,0,1.2777777777777777,0,1,1,0
72,1,3,89.8,6510.45,0,1.2472222222222222,0,1,1,0
72,1,3,115.8,8476.5,0,1.6083333333333334,1,0,1,0
52,1,3,85.15,4461.85,0,1.6375000000000002,0,0,1,1
2,1,0,24.85,62.0,0,12.425,0,0,1,1
5,1,0,64.35,352.65,0,12.87,0,0,0,0
68,1,3,20.5,1424.9,0,0.3014705882352941,0,1,1,0
62,1,1,100.15,6413.65,1,1.6153225806451614,0,0,0,0
72,1,3,86.05,6309.65,0,1.1951388888888888,0,1,1,0
1,1,0,50.8,50.8,1,50.8,0,0,0,0
66,1,1,89.0,5898.6,0,1.3484848484848484,0,0,0,0
72,0,3,64.8,4719.75,0,0.8999999999999999,0,1,1,0
26,1,1,19.8,457.3,0,0.7615384615384616,0,1,1,0
64,1,3,93.4,5822.3,0,1.459375,1,0,1,0
20,1,0,73.65,1463.5,1,3.6825,0,0,0,0
3,1,0,95.1,307.4,1,31.7,0,0,0,0
22,1,0,94.65,2104.55,1,4.302272727272728,0,1,1,0
4,1,0,80.6,319.15,1,20.15,0,0,1,1
62,0,3,39.0,2337.45,0,0.6290322580645161,1,0,1,0
5,1,0,20.5,104.3,0,4.1,0,0,1,1
59,1,1,85.55,5084.65,1,1.45,0,0,0,0
3,1,3,26.4,121.25,0,8.799999999999999,0,0,1,1
72,1,3,98.2,7015.9,0,1.363888888888889,1,0,1,0
57,1,1,97.55,5598.0,0,1.7114035087719297,0,1,1,0
66,1,3,19.95,1269.1,0,0.3022727272727272,0,1,1,0
60,0,0,50.8,3027.4,1,0.8466666666666666,0,0,0,0
45,1,3,99.7,4634.35,0,2.2155555555555555,1,0,1,0
