tenure,PhoneService,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_to_TotalCharges_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year
56,1,99.75,5608.4,0,0.0177858212680978,0,1,1,0,1,1,0
37,1,96.1,3646.8,0,0.026351870132719,0,1,1,0,0,0,0
43,1,85.1,3662.25,0,0.0232370810294218,0,1,1,0,1,1,0
1,0,25.35,25.35,0,1.0,0,0,1,1,0,0,0
25,1,104.95,2566.5,1,0.040892265731541,1,0,1,0,0,0,0
61,1,89.65,5308.7,0,0.0168873735566146,0,0,0,0,1,0,1
17,1,86.75,1410.25,0,0.0615139159723453,0,0,0,0,1,1,0
41,1,86.2,3339.05,0,0.0258157260298587,1,0,1,0,1,1,0
1,1,50.65,50.65,1,1.0,0,0,1,1,0,0,0
72,0,64.8,4732.35,0,0.0136929855145963,1,0,1,0,1,0,1
1,1,90.85,90.85,1,1.0,0,1,1,0,0,0,0
48,1,108.1,5067.45,0,0.0213322282410285,1,0,1,0,1,0,1
11,1,19.95,214.75,1,0.0928987194412107,0,0,1,1,0,0,0
55,1,85.45,4874.7,1,0.0175292838533653,0,0,0,0,0,0,0
42,0,54.75,2348.45,0,0.0233132491643424,0,0,0,0,1,1,0
44,1,90.4,4063.0,0,0.0222495692837804,0,0,1,1,0,0,0
1,1,44.0,44.0,0,1.0,0,0,0,0,0,0,0
27,1,95.6,2595.25,0,0.036836528272806,1,0,1,0,0,0,0
27,1,84.8,2309.55,0,0.0367171093936048,1,0,1,0,0,0,0
2,1,44.3,89.3,0,0.496080627099664,0,0,0,0,0,0,0
19,1,19.9,367.55,0,0.0541422935655012,0,0,1,1,0,0,0
42,1,95.05,3944.5,0,0.0240968437064266,0,0,0,0,0,0,0
66,1,90.05,5965.95,0,0.0150939917364376,0,1,1,0,1,0,1
33,1,109.9,3694.7,0,0.029745310850678,1,0,1,0,0,0,0
34,1,73.95,2524.45,1,0.0292935094773118,0,1,1,0,0,0,0
33,0,54.6,1803.7,0,0.0302711093862615,0,0,0,0,0,0,0
23,1,20.05,415.1,0,0.048301614068899,0,0,1,1,1,1,0
32,1,19.75,624.15,0,0.0316430345269566,1,0,1,0,1,1,0
11,1,20.05,237.7,0,0.0843500210349179,0,1,1,0,1,1,0
69,1,99.45,7007.6,1,0.0141917346880529,0,1,1,0,0,0,0
68,1,55.9,3848.8,0,0.0145240074828517,1,0,1,0,1,1,0
20,1,19.7,419.4,0,0.046971864568431,0,0,1,1,1,0,1
72,1,19.8,1468.75,0,0.0134808510638297,0,1,1,0,1,0,1
60,1,95.4,5812.0,0,0.0164143152099105,1,0,1,0,1,1,0
32,1,93.95,2861.45,0,0.032833004246099,0,0,1,1,0,0,0
1,1,19.9,19.9,1,1.0,0,0,1,1,0,0,0
1,1,19.6,19.6,1,1.0,0,0,1,1,0,0,0
3,1,81.35,233.7,1,0.3480958493795464,0,0,0,0,0,0,0
46,1,24.45,1066.15,0,0.0229329831637199,1,0,1,0,1,1,0
29,1,74.95,2149.05,0,0.0348758753867988,0,0,0,0,0,0,0
51,1,87.35,4473.0,0,0.0195282807958864,0,0,0,0,0,0,0
48,1,70.65,3545.05,0,0.0199291970494069,1,0,1,0,0,0,0
16,1,73.25,1195.75,0,0.0612586242943759,1,0,1,0,0,0,0
70,1,98.7,6858.9,0,0.0143900625464724,1,0,1,0,1,0,1
40,1,24.8,1024.7,0,0.0242022055235678,0,0,1,1,1,0,1
22,1,83.3,1845.9,1,0.0451270383010997,0,0,0,0,0,0,0
1,1,75.3,75.3,1,1.0,1,0,1,0,0,0,0
5,1,24.3,132.25,0,0.1837429111531191,0,0,1,1,0,0,0
7,1,69.85,515.45,0,0.1355126588417887,1,0,1,0,0,0,0
29,1,100.55,2830.45,0,0.0355243865816389,0,1,1,0,1,1,0
44,1,25.7,1110.5,0,0.0231427285006753,0,0,1,1,1,1,0
10,0,40.7,449.3,0,0.0905853549966614,1,0,1,0,0,0,0
55,1,51.65,2838.55,0,0.0181959098835673,1,0,1,0,0,0,0
52,1,105.1,5376.4,0,0.0195483966966743,1,0,1,0,1,1,0
10,1,85.95,858.6,0,0.100104821802935,0,0,0,0,0,0,0
18,1,75.6,1395.05,0,0.0541916060356259,1,0,1,0,0,0,0
68,1,58.25,3975.7,0,0.0146515079105566,1,0,1,0,1,1,0
61,1,19.4,1182.55,1,0.0164052259946725,0,0,1,1,0,0,0
72,0,65.2,4784.45,0,0.0136274806926606,0,1,1,0,1,0,1
2,1,53.45,119.5,0,0.4472803347280335,0,0,0,0,0,0,0
12,1,45.4,518.9,1,0.0874927731740219,1,0,1,0,0,0,0
41,1,19.75,899.45,0,0.0219578631385846,0,0,0,0,1,0,1
26,0,44.45,1183.8,0,0.0375485723939854,0,1,1,0,0,0,0
36,1,20.85,720.05,0,0.0289563224776057,1,0,1,0,1,1,0
72,1,114.05,8468.2,0,0.0134680333482912,0,1,1,0,1,0,1
35,1,89.85,3161.2,0,0.028422750854106,1,0,1,0,0,0,0
1,1,55.05,55.05,0,1.0,0,0,1,1,0,0,0
16,1,112.95,1882.55,0,0.0599984064168282,0,0,0,0,0,0,0
49,1,101.55,5070.4,0,0.0200280056800252,0,1,1,0,0,0,0
54,1,114.65,6049.5,0,0.0189519795024382,0,0,1,1,1,1,0
18,1,64.8,1166.7,0,0.0555412702494214,0,0,0,0,0,0,0
36,1,80.4,2937.65,0,0.0273688152094361,0,0,0,0,0,0,0
60,1,105.9,6396.45,1,0.0165560584386652,0,0,0,0,0,0,0
1,1,69.55,69.55,1,1.0,0,0,1,1,0,0,0
52,1,25.05,1270.25,0,0.0197205274552253,1,0,1,0,1,0,1
8,1,94.75,759.55,0,0.1247449147521558,0,0,0,0,0,0,0
72,1,105.5,7611.55,0,0.013860514612661,1,0,1,0,1,0,1
64,1,24.7,1642.75,0,0.0150357632019479,0,0,1,1,1,1,0
22,1,69.75,1545.4,0,0.045133945903973,0,0,1,1,0,0,0
60,0,60.2,3582.4,0,0.0168043769539973,1,0,1,0,0,0,0
28,1,81.05,2227.1,1,0.0363926182030443,0,0,0,0,0,0,0
61,1,24.4,1417.9,0,0.0172085478524578,0,0,1,1,1,0,1
24,1,104.15,2494.65,0,0.0417493435952939,0,0,0,0,0,0,0
28,1,92.9,2768.35,0,0.0335578954973179,1,0,1,0,1,1,0
30,1,80.8,2369.3,0,0.0341028995905963,1,0,1,0,1,0,1
2,1,20.0,38.0,0,0.5263157894736842,0,0,1,1,0,0,0
1,1,75.1,75.1,0,1.0,0,0,0,0,0,0,0
6,1,19.65,100.9,0,0.1947472745292368,0,0,1,1,0,0,0
24,1,69.45,1614.05,0,0.0430284068027632,1,0,1,0,0,0,0
4,1,101.15,385.9,1,0.2621145374449339,0,0,0,0,0,0,0
7,1,99.8,673.25,1,0.1482361678425547,0,0,0,0,0,0,0
72,1,116.05,8404.9,0,0.0138074218610572,1,0,1,0,1,0,1
70,0,40.05,2799.75,0,0.0143048486472006,0,0,1,1,1,0,1
64,1,102.1,6538.45,0,0.015615321674097,0,0,0,0,1,0,1
72,1,89.7,6588.95,0,0.0136137017278929,0,0,0,0,1,1,0
44,1,19.9,868.1,0,0.0229236263103329,0,0,1,1,1,0,1
13,1,55.95,734.35,1,0.0761898277388166,0,0,0,0,0,0,0
17,1,20.65,330.6,0,0.0624621899576527,0,0,1,1,1,1,0
1,1,55.0,55.0,1,1.0,0,0,0,0,0,0,0
9,1,70.05,564.4,0,0.1241141034727143,0,0,1,1,0,0,0
24,1,53.6,1315.35,0,0.0407496103698635,0,0,1,1,0,0,0
1,1,74.7,74.7,1,1.0,0,0,0,0,0,0,0
24,1,80.25,1861.5,1,0.0431103948428686,0,0,0,0,0,0,0
35,1,76.05,2747.2,0,0.0276827315084449,0,0,0,0,0,0,0
7,1,75.7,554.05,0,0.1366302680263514,0,0,0,0,0,0,0
5,1,96.1,453.4,1,0.2119541243934715,0,0,0,0,0,0,0
15,1,69.0,994.8,1,0.0693606755126658,1,0,1,0,0,0,0
11,1,19.65,225.75,0,0.0870431893687707,0,0,1,1,1,0,1
48,0,45.3,2145.0,1,0.0211188811188811,1,0,1,0,0,0,0
20,1,81.45,1671.6,0,0.0487257717157214,0,0,0,0,0,0,0
72,1,108.5,8003.8,0,0.0135560608710862,1,0,1,0,1,1,0
8,1,83.55,680.05,1,0.1228586133372546,0,0,0,0,0,0,0
72,1,84.5,6130.85,0,0.0137827544304623,0,1,1,0,1,0,1
15,1,100.15,1415.0,0,0.0707773851590106,0,0,0,0,0,0,0
72,1,88.6,6201.95,0,0.0142858294568643,1,0,1,0,1,0,1
1,1,74.35,74.35,1,1.0,0,0,0,0,0,0,0
63,1,104.8,6597.25,0,0.0158854067982871,1,0,1,0,1,0,1
2,1,59.0,114.15,0,0.5168637757336837,0,0,0,0,0,0,0
2,1,74.4,139.4,1,0.533715925394548,0,0,0,0,0,0,0
61,1,64.05,3902.6,0,0.0164121354994106,1,0,1,0,1,1,0
1,1,20.4,20.4,0,1.0,0,0,1,1,0,0,0
22,0,43.75,903.6,1,0.0484174413457281,1,0,1,0,1,1,0
28,1,60.9,1785.65,0,0.0341052277882003,0,0,1,1,0,0,0
70,1,19.8,1397.65,0,0.0141666368547204,1,0,1,0,1,0,1
5,0,28.45,131.05,1,0.2170927127050743,0,0,0,0,0,0,0
12,1,99.7,1238.45,1,0.0805038556259841,1,0,1,0,0,0,0
34,1,116.25,3899.05,0,0.0298149549249176,0,1,1,0,1,1,0
71,1,80.7,5676.0,0,0.0142177589852008,0,1,1,0,1,0,1
70,1,65.2,4543.15,0,0.0143512760969811,1,0,1,0,1,1,0
52,1,84.05,4326.8,0,0.0194254414347785,1,0,1,0,0,0,0
69,1,79.45,5502.55,0,0.0144387602111748,0,1,1,0,1,0,1
20,1,94.1,1782.4,1,0.0527939856373429,0,0,0,0,0,0,0
11,1,78.0,851.8,0,0.0915707912655553,0,0,1,1,0,0,0
2,1,94.2,167.5,1,0.5623880597014925,0,0,0,0,0,0,0
6,1,80.5,502.85,1,0.1600875012429153,0,0,0,0,0,0,0
1,1,19.85,19.85,0,1.0,0,0,1,1,0,0,0
20,1,94.3,1818.3,0,0.0518616289941153,0,1,1,0,1,1,0
61,1,106.45,6300.15,0,0.0168964231010372,0,0,0,0,0,0,0
5,1,74.35,334.8,1,0.2220728793309438,0,0,0,0,0,0,0
56,1,105.45,5916.95,0,0.017821681778619,1,0,1,0,0,0,0
30,1,95.0,2852.4,0,0.0333052867760482,0,1,1,0,0,0,0
40,1,104.8,4131.95,1,0.0253633272425852,1,0,1,0,0,0,0
28,1,54.3,1546.3,0,0.0351160835542908,0,0,1,1,1,1,0
5,1,70.05,302.6,0,0.2314937210839391,0,0,0,0,0,0,0
27,1,75.2,1929.35,1,0.0389768574908648,1,0,1,0,0,0,0
12,1,20.05,265.45,0,0.0755321152759465,0,1,1,0,0,0,0
67,1,105.4,6989.45,0,0.0150798703760667,0,0,0,0,1,1,0
29,1,51.6,1442.0,0,0.0357836338418862,0,0,0,0,0,0,0
55,1,85.5,4713.4,0,0.0181397717146857,1,0,1,0,0,0,0
23,1,75.6,1758.6,1,0.0429887410440122,1,0,1,0,0,0,0
34,1,100.05,3480.0,1,0.0287499999999999,0,0,0,0,0,0,0
52,1,91.25,4738.3,0,0.0192579617162273,0,0,0,0,1,1,0
72,1,115.75,8399.15,0,0.0137811564265431,0,1,1,0,1,0,1
58,1,94.7,5430.35,0,0.0174390232673768,0,1,1,0,1,1,0
35,1,19.6,686.95,0,0.0285319164422447,0,0,1,1,1,0,1
56,1,99.9,5706.3,0,0.0175069659849639,1,0,1,0,1,0,1
24,1,21.1,490.65,0,0.0430041781310506,0,1,1,0,1,0,1
70,1,20.05,1360.25,0,0.0147399375114868,0,1,1,0,1,0,1
2,1,79.95,174.45,0,0.4582975064488392,0,0,0,0,0,0,0
68,1,107.15,7379.8,0,0.014519363668392,0,1,1,0,1,1,0
1,1,85.0,85.0,1,1.0,0,0,0,0,0,0,0
12,1,89.55,1021.75,0,0.0876437484707609,0,0,0,0,0,0,0
63,1,81.55,5029.05,0,0.0162157862817033,1,0,1,0,0,0,0
33,1,58.45,1955.4,0,0.0298915822849544,0,0,1,1,1,1,0
69,1,95.65,6744.2,0,0.0141825568636754,0,1,1,0,1,1,0
60,1,80.6,4946.7,0,0.0162936907433238,1,0,1,0,1,0,1
72,1,113.1,8248.5,0,0.0137115839243498,1,0,1,0,1,0,1
11,1,58.95,601.6,0,0.0979886968085106,0,0,1,1,0,0,0
1,1,19.55,19.55,0,1.0,0,0,1,1,0,0,0
10,1,86.05,834.1,1,0.1031650881189305,1,0,1,0,0,0,0
13,0,45.55,597.0,1,0.0762981574539363,0,1,1,0,0,0,0
34,1,78.95,2647.2,0,0.0298239649440918,1,0,1,0,1,1,0
39,1,86.3,3266.0,1,0.0264237599510104,0,0,1,1,0,0,0
65,1,105.05,6744.25,0,0.0155762316047003,1,0,1,0,1,1,0
50,1,101.9,5265.5,0,0.0193523881872566,1,0,1,0,1,1,0
15,1,19.75,311.6,0,0.063382541720154,0,0,1,1,0,0,0
72,1,110.3,7966.9,0,0.0138447827887886,1,0,1,0,1,0,1
72,1,115.6,8220.4,0,0.0140625760303634,1,0,1,0,1,0,1
55,1,19.35,1153.25,0,0.0167786689789724,1,0,1,0,1,0,1
23,1,25.6,514.75,0,0.0497328800388538,0,1,1,0,1,0,1
32,1,80.35,2596.15,1,0.0309496754810007,1,0,1,0,0,0,0
56,1,68.75,3808.0,0,0.0180540966386554,1,0,1,0,1,1,0
1,1,19.9,19.9,0,1.0,1,0,1,0,0,0,0
38,1,70.6,2708.2,0,0.0260689757034192,0,0,1,1,1,1,0
11,1,70.2,760.05,0,0.0923623445825932,0,0,0,0,0,0,0
1,1,49.3,49.3,0,1.0,0,0,0,0,0,0,0
56,1,107.25,6033.3,0,0.017776341305753,0,0,0,0,1,1,0
3,1,23.6,89.05,0,0.2650196518809657,0,0,1,1,0,0,0
7,1,69.7,516.15,0,0.1350382640705221,0,1,1,0,0,0,0
59,1,99.5,5861.75,0,0.0169744530217085,0,1,1,0,1,0,1
7,1,64.3,445.95,0,0.1441865680008969,1,0,1,0,0,0,0
71,1,70.85,4973.4,0,0.0142457875899786,0,1,1,0,1,0,1
15,1,101.9,1667.25,0,0.0611186084870295,0,0,0,0,1,1,0
71,1,73.5,5357.75,0,0.0137184452428724,0,1,1,0,1,0,1
35,1,100.25,3527.6,1,0.0284187549608799,0,0,0,0,0,0,0
11,0,40.4,422.6,0,0.0955986748698532,0,1,1,0,1,1,0
60,1,19.25,1103.25,0,0.0174484477679583,0,1,1,0,1,0,1
47,1,59.6,2754.0,0,0.0216412490922294,1,0,1,0,1,0,1
11,1,64.9,697.25,0,0.0930799569738257,0,1,1,0,1,1,0
56,1,100.3,5614.45,1,0.0178646171931355,0,1,1,0,1,1,0
28,1,110.85,3204.4,0,0.0345930595431282,0,0,0,0,0,0,0
61,1,81.05,4747.65,0,0.0170716038461133,0,0,1,1,1,0,1
31,1,98.05,3082.1,0,0.031812725090036,1,0,1,0,1,1,0
9,1,70.5,597.9,0,0.1179126944305067,0,0,0,0,0,0,0
35,1,94.55,3365.4,0,0.0280947287098116,0,0,0,0,0,0,0
2,1,19.65,38.8,0,0.5064432989690721,0,0,1,1,0,0,0
12,1,19.0,233.55,1,0.0813530293299079,0,0,1,1,0,0,0
1,1,75.3,75.3,1,1.0,0,0,1,1,0,0,0
4,1,89.2,346.2,1,0.2576545349508954,0,0,0,0,0,0,0
1,1,19.0,19.0,0,1.0,0,0,1,1,0,0,0
3,1,20.0,61.7,0,0.3241491085899514,0,0,1,1,0,0,0
1,1,85.7,85.7,1,1.0,0,0,0,0,0,0,0
52,1,63.25,3342.45,0,0.0189232449251297,0,1,1,0,1,0,1
5,1,20.1,85.1,0,0.236192714453584,0,0,1,1,1,1,0
72,1,99.15,7422.1,0,0.0133587529135958,0,0,0,0,1,0,1
71,1,90.4,6668.05,0,0.0135571868837216,0,0,0,0,1,0,1
72,1,111.9,8071.05,0,0.0138643670897838,0,1,1,0,1,0,1
46,1,24.9,1174.8,0,0.0211950970377936,0,0,0,0,1,1,0
63,1,83.5,5435.0,0,0.0153633854645814,0,1,1,0,1,0,1
30,1,84.3,2438.6,0,0.0345690150086115,0,1,1,0,0,0,0
1,1,45.6,45.6,0,1.0,0,0,1,1,0,0,0
12,1,61.65,713.75,1,0.0863747810858143,0,0,1,1,0,0,0
16,0,54.85,916.15,0,0.0598701086066692,0,0,1,1,1,0,1
4,1,65.55,237.2,0,0.2763490725126475,0,0,1,1,0,0,0
51,1,90.35,4614.55,0,0.0195793739367869,0,1,1,0,1,1,0
65,1,20.4,1414.45,0,0.0144225670755417,0,1,1,0,1,0,1
16,1,74.55,1170.5,0,0.0636907304570696,0,1,1,0,0,0,0
2,1,19.95,47.7,0,0.4182389937106918,0,0,1,1,1,1,0
66,1,74.25,4859.25,0,0.0152801358234295,1,0,1,0,1,1,0
46,1,108.65,4903.2,0,0.0221589982052537,0,0,0,0,1,0,1
32,1,109.55,3608.0,0,0.0303630820399113,1,0,1,0,1,1,0
72,1,86.65,6094.25,0,0.0142183205480575,0,1,1,0,1,0,1
38,1,81.0,3084.9,0,0.0262569289117961,0,1,1,0,1,0,1
51,1,47.85,2356.75,0,0.0203033838973162,0,1,1,0,1,1,0
72,1,114.55,8306.05,0,0.0137911522324089,1,0,1,0,1,0,1
65,1,105.25,6786.4,1,0.0155089590946599,1,0,1,0,0,0,0
9,0,29.95,248.95,1,0.1203052821851777,0,0,0,0,0,0,0
9,1,65.0,663.05,1,0.0980318226378101,0,0,1,1,0,0,0
66,1,20.55,1357.1,0,0.0151425834500036,0,0,1,1,1,0,1
44,1,109.8,4860.35,0,0.0225909656711965,0,1,1,0,1,1,0
50,1,69.5,3418.2,0,0.0203323386577731,1,0,1,0,1,0,1
15,1,48.85,631.4,0,0.0773677541970224,0,0,1,1,0,0,0
8,0,25.25,186.3,0,0.1355340848094471,0,1,1,0,0,0,0
66,1,102.85,6976.75,0,0.0147418210484824,0,1,1,0,1,1,0
57,1,87.55,4884.85,0,0.0179227611902105,1,0,1,0,0,0,0
7,1,78.55,522.95,0,0.1502055645855244,1,0,1,0,0,0,0
10,0,34.55,362.6,0,0.0952840595697738,1,0,1,0,0,0,0
62,1,92.05,5755.8,0,0.0159925640223774,0,0,0,0,1,1,0
40,1,85.05,3355.65,0,0.0253453131286039,0,0,0,0,1,1,0
20,1,19.7,406.95,0,0.0484088954417004,0,0,1,1,1,0,1
7,1,20.0,137.6,1,0.1453488372093023,1,0,1,0,0,0,0
25,1,95.15,2395.7,0,0.0397169929456943,0,0,0,0,0,0,0
23,1,84.25,1968.1,0,0.042807784157309,0,0,0,0,0,0,0
66,1,104.6,6819.45,0,0.0153384803759834,0,1,1,0,1,1,0
72,1,111.65,7943.45,0,0.014055605561815,0,0,0,0,1,0,1
49,1,90.05,4547.25,1,0.0198031777447908,0,1,1,0,0,0,0
43,1,110.75,4687.9,1,0.0236246506964739,1,0,1,0,0,0,0
46,1,55.0,2473.95,0,0.0222316538329392,1,0,1,0,0,0,0
72,1,89.85,6562.9,0,0.0136905940971217,0,1,1,0,1,0,1
10,1,20.35,176.3,0,0.1154282473057288,0,0,1,1,1,1,0
40,0,54.55,2236.2,0,0.0243940613540828,1,0,1,0,1,1,0
65,1,105.5,6985.65,1,0.0151023884677875,0,0,0,0,0,0,0
31,1,99.45,3109.9,0,0.031978520209653,1,0,1,0,1,0,1
68,1,70.9,4911.35,0,0.0144359493825526,0,1,1,0,1,0,1
56,1,104.55,5794.65,1,0.0180425047241852,1,0,1,0,1,1,0
10,1,85.25,855.3,1,0.0996726294867298,0,0,0,0,0,0,0
68,1,25.4,1620.2,0,0.0156770769040859,1,0,1,0,1,0,1
43,1,56.15,2499.3,1,0.0224662905613571,0,0,0,0,0,0,0
1,1,89.55,89.55,1,1.0,0,0,0,0,0,0,0
49,1,89.85,4287.2,0,0.0209577346519873,1,0,1,0,1,1,0
15,1,25.25,394.85,0,0.0639483348106876,0,0,0,0,0,0,0
20,1,94.55,1899.65,1,0.0497723264811939,0,0,0,0,0,0,0
1,1,45.7,45.7,1,1.0,0,0,1,1,0,0,0
50,1,69.65,3442.15,0,0.0202344464941969,0,0,0,0,1,1,0
2,1,89.5,161.5,1,0.5541795665634675,0,0,0,0,0,0,0
24,1,70.0,1732.6,0,0.0404017084150987,0,1,1,0,0,0,0
3,1,69.55,222.3,1,0.3128654970760233,1,0,1,0,0,0,0
1,1,74.6,74.6,1,1.0,0,0,1,1,0,0,0
35,1,20.1,655.3,0,0.0306729742102853,0,0,1,1,1,0,1
17,1,24.8,475.25,0,0.0521830615465544,0,0,1,1,0,0,0
8,1,19.65,164.3,1,0.1195982958003651,0,0,0,0,0,0,0
10,1,95.1,865.1,0,0.1099294879204716,0,1,1,0,0,0,0
68,1,88.85,6132.7,0,0.0144879090775677,0,1,1,0,1,0,1
45,1,78.8,3597.5,0,0.0219041000694927,1,0,1,0,1,1,0
2,1,19.85,35.9,1,0.5529247910863511,0,0,1,1,1,1,0
37,1,20.35,697.65,0,0.0291693542607324,1,0,1,0,0,0,0
4,0,24.25,96.05,1,0.2524726704841228,0,0,1,1,0,0,0
10,1,45.25,428.7,0,0.1055516678329834,0,0,1,1,0,0,0
1,1,20.05,20.05,0,1.0,0,0,1,1,0,0,0
65,1,69.55,4459.15,0,0.0155971429532534,0,0,1,1,1,0,1
57,1,19.5,1167.6,0,0.0167009249743062,1,0,1,0,1,0,1
3,1,74.75,238.1,0,0.3139437211255775,0,0,1,1,0,0,0
2,1,69.65,145.15,1,0.4798484326558732,0,0,0,0,0,0,0
49,0,30.2,1453.1,0,0.0207831532585506,1,0,1,0,0,0,0
4,1,45.65,191.05,1,0.2389426851609526,0,0,1,1,0,0,0
70,0,57.8,4039.3,0,0.0143094100462951,1,0,1,0,1,0,1
53,1,19.85,1039.45,0,0.0190966376449083,1,0,1,0,1,1,0
53,1,25.55,1336.1,0,0.0191228201481925,0,1,1,0,1,0,1
1,1,75.05,75.05,1,1.0,0,0,1,1,0,0,0
22,1,24.85,493.4,0,0.0503648155654641,0,1,1,0,0,0,0
52,0,49.15,2550.9,1,0.0192677094358853,0,0,0,0,0,0,0
65,1,110.35,7246.15,0,0.0152287766607094,0,0,0,0,1,0,1
48,1,24.55,1203.95,0,0.0203912122596453,1,0,1,0,1,1,0
2,0,34.7,62.25,1,0.5574297188755021,0,0,0,0,0,0,0
3,1,107.95,313.6,0,0.3442283163265306,0,0,1,1,0,0,0
45,1,81.4,3775.85,0,0.0215580597746202,1,0,1,0,0,0,0
1,1,80.0,80.0,1,1.0,0,0,0,0,0,0,0
61,1,73.8,4616.05,0,0.0159876951072887,1,0,1,0,1,0,1
3,1,64.4,195.65,0,0.3291592128801431,0,1,1,0,0,0,0
40,1,103.75,4188.4,0,0.0247707955305128,0,1,1,0,1,1,0
1,1,71.1,71.1,0,1.0,0,0,1,1,0,0,0
1,1,49.9,49.9,0,1.0,0,0,0,0,0,0,0
51,1,24.6,1266.4,0,0.0194251421351863,1,0,1,0,1,1,0
2,1,49.25,91.1,1,0.5406147091108672,0,0,0,0,0,0,0
52,0,30.1,1623.4,0,0.0185413330048047,0,0,1,1,1,1,0
51,1,83.4,4149.45,0,0.0200990492715902,1,0,1,0,0,0,0
1,1,20.45,20.45,0,1.0,0,0,1,1,0,0,0
31,1,75.25,2344.5,0,0.0320963958200042,1,0,1,0,1,1,0
47,1,20.55,1013.05,0,0.020285277133409,0,1,1,0,1,1,0
3,1,75.1,270.7,1,0.2774288880679719,0,1,1,0,0,0,0
22,1,20.05,417.0,0,0.0480815347721822,0,0,1,1,1,1,0
1,1,20.65,20.65,0,1.0,0,0,1,1,0,0,0
72,1,85.15,6316.2,0,0.0134812070548747,1,0,1,0,1,0,1
3,1,50.15,168.15,1,0.2982456140350877,0,0,0,0,0,0,0
47,1,84.95,4018.05,0,0.0211420962904891,1,0,1,0,1,1,0
72,1,66.5,4811.6,0,0.0138207664810042,0,1,1,0,1,0,1
66,1,63.3,4189.7,0,0.0151084803207866,1,0,1,0,1,0,1
35,1,83.15,2848.45,0,0.0291913145745932,0,0,0,0,0,0,0
29,1,84.9,2516.2,0,0.0337413560130355,0,0,0,0,0,0,0
2,1,20.55,33.6,0,0.6116071428571429,0,0,1,1,0,0,0
4,1,49.25,208.45,0,0.2362676900935476,0,0,1,1,0,0,0
25,1,79.85,2015.35,1,0.0396209095194383,1,0,1,0,0,0,0
65,1,59.6,3739.8,0,0.0159366811059414,0,0,1,1,1,0,1
27,1,104.65,2964.0,0,0.0353070175438596,1,0,1,0,1,1,0
29,1,75.3,2263.4,0,0.0332685340637978,0,1,1,0,0,0,0
29,1,80.1,2211.8,0,0.03621484763541,0,1,1,0,0,0,0
1,1,19.55,19.55,1,1.0,0,0,1,1,0,0,0
20,1,81.0,1683.7,0,0.0481083328383916,0,0,1,1,0,0,0
58,1,24.7,1519.0,0,0.0162606978275181,0,1,1,0,1,0,1
14,1,86.0,1164.05,0,0.0738799879730252,0,0,1,1,0,0,0
72,1,25.4,1710.9,0,0.0148459874919632,0,0,1,1,1,0,1
46,1,89.15,4245.55,0,0.0209984572081355,0,1,1,0,0,0,0
71,0,58.25,4145.9,0,0.0140500253262259,1,0,1,0,1,0,1
32,1,85.65,2664.3,0,0.0321472807116315,1,0,1,0,0,0,0
26,0,50.35,1277.5,0,0.039412915851272,0,1,1,0,0,0,0
68,1,80.35,5589.3,0,0.0143756821068827,0,1,1,0,0,0,0
2,1,20.2,34.75,0,0.581294964028777,0,0,1,1,1,1,0
61,1,20.55,1305.95,0,0.0157356713503579,0,1,1,0,1,0,1
4,1,85.95,381.3,1,0.2254130605822187,0,0,0,0,0,0,0
3,1,45.35,141.5,1,0.3204946996466431,0,0,0,0,0,0,0
33,1,94.5,3105.55,1,0.0304293925391637,0,0,0,0,0,0,0
9,1,21.25,204.55,0,0.1038865802982155,0,0,1,1,0,0,0
22,1,26.25,605.9,0,0.0433239808549265,0,0,1,1,1,0,1
5,1,80.85,356.1,0,0.2270429654591406,0,0,0,0,0,0,0
30,1,91.7,2758.15,1,0.0332469227561952,0,1,1,0,0,0,0
65,1,74.2,4805.65,0,0.0154401589795345,0,1,1,0,1,0,1
45,1,87.25,3941.7,1,0.0221351193647411,0,0,0,0,0,0,0
5,1,20.35,92.75,0,0.2194070080862533,0,0,1,1,0,0,0
25,1,75.5,1901.05,0,0.0397148944004629,0,0,0,0,0,0,0
72,1,79.05,5730.7,0,0.0137941263719964,1,0,1,0,1,0,1
27,1,90.15,2423.4,0,0.037199801931171,1,0,1,0,0,0,0
32,0,50.6,1653.45,0,0.0306026792464241,0,1,1,0,0,0,0
30,1,110.45,3327.05,0,0.033197577433462,0,1,1,0,1,1,0
70,1,101.0,7085.5,0,0.0142544633406252,0,1,1,0,1,0,1
42,1,79.35,3344.1,0,0.0237283574055799,1,0,1,0,0,0,0
72,1,89.85,6697.35,0,0.0134157539922506,1,0,1,0,1,0,1
47,1,65.0,2879.9,0,0.0225702281329212,0,0,1,1,1,0,1
2,1,80.45,137.1,0,0.5867979576951131,0,0,0,0,0,0,0
10,1,98.55,1008.55,1,0.0977145406772098,0,0,0,0,0,0,0
61,1,24.1,1551.6,0,0.015532353699407,0,0,1,1,1,0,1
5,1,44.05,202.15,0,0.2179074944348256,0,1,1,0,0,0,0
72,1,110.8,7882.25,0,0.0140568999968283,0,1,1,0,1,0,1
72,1,114.95,8196.4,0,0.0140244497584305,1,0,1,0,1,0,1
3,1,75.05,202.9,0,0.3698866436668309,0,0,1,1,0,0,0
